film_id,genre_id,director_gender
23173,2,male
28422,2,male
37767,2,male
51317,2,male
121088,2,female
33035,2,male
32543,2,male
18595,2,male
99875,2,male
16866,2,male
20606,2,male
10268,2,female
18898,2,male
49687,2,male
114790,2,male
80960,2,male
25195,2,male
57251,2,male
26765,2,male
101342,2,male
31175,2,male
25676,2,male
25205,2,male
45699,2,male
83994,2,male
57978,2,male
23999,2,male
43346,2,male
61864,2,male
160266,2,male
23988,2,male
252407,2,female
7344,2,male
18670,2,male
17334,2,male
12273,2,male
29388,2,male
19962,2,male
31515,2,male
26771,2,male
48145,2,male
11122,2,male
27936,2,male
34769,2,male
4252,2,male
22419,2,male
8980,2,male
36916,2,male
145902,2,male
1912,2,male
26186,2,male
25832,2,male
30427,2,male
12166,2,male
39767,2,male
17005,2,male
5178,2,male
37495,2,male
43090,2,male
35169,2,male
52249,2,male
36801,2,male
14257,2,male
26427,2,male
198306,2,male
198307,2,male
71756,2,male
35217,2,male
39376,2,male
1785,2,male
198308,2,male
52072,2,male
21531,2,male
61120,2,male
37711,2,male
44680,2,male
37652,2,male
28478,2,male
51617,2,male
69544,2,male
45622,2,male
39768,2,male
104744,2,male
17631,2,male
5899,2,male
17914,2,male
26584,2,male
54233,2,male
52713,2,male
22538,2,male
1914,2,female
29538,2,male
20200,2,male
55648,2,male
54182,2,male
59572,2,male
2754,2,male
38031,2,male
43369,2,male
19597,2,female
12482,2,male
46837,2,male
41308,2,male
41009,2,male
41211,2,male
55536,2,male
40378,2,male
3007,2,male
59408,2,male
13630,2,male
65726,2,male
64340,2,male
38368,2,male
68849,2,male
44147,2,male
36940,2,male
80545,2,male
56648,2,male
47088,2,female
64782,2,male
96118,2,male
45324,2,male
15436,2,female
52320,2,male
35395,2,male
32234,2,male
44009,2,male
46829,2,male
36115,2,male
10018,2,male
53156,2,male
10097,2,male
20495,2,male
46838,2,male
41515,2,male
21136,2,male
18381,2,male
8995,2,male
7210,2,male
46138,2,male
54723,2,male
198391,2,male
62570,2,male
24403,2,male
25259,2,female
1244,2,male
25695,2,female
32319,2,male
13652,2,male
34013,2,male
62976,2,male
48954,2,male
104364,2,male
39029,2,male
82792,2,male
50204,2,male
85886,2,male
39513,2,male
14525,2,male
36505,2,male
42171,2,male
50725,2,male
51447,2,male
58232,2,male
45189,2,male
39356,2,male
50359,2,male
64484,2,male
41273,2,male
72026,2,male
77124,2,male
44555,2,male
59436,2,male
52077,2,male
43616,2,male
78789,2,female
104505,2,male
59678,2,male
59468,2,male
49020,2,male
47171,2,male
44219,2,male
19963,2,male
18888,2,male
18125,2,male
53256,2,male
25867,2,male
37832,2,male
37189,2,male
109048,2,male
59860,2,male
67913,2,male
66942,2,male
60785,2,male
86261,2,male
19178,2,male
36956,2,male
43338,2,male
14688,2,female
63849,2,female
62206,2,male
46584,2,male
41387,2,male
39413,2,male
9295,2,male
40794,2,male
42973,2,female
73930,2,male
111960,2,male
63721,2,male
53520,2,male
54662,2,female
74938,2,male
67884,2,male
117478,2,male
47675,2,male
51072,2,male
61667,2,male
49974,2,male
65081,2,male
42266,2,male
37822,2,male
74643,2,male
57714,2,female
13687,2,male
148284,2,male
86440,2,male
48778,2,male
74810,2,male
83015,2,male
47496,2,male
80115,2,male
76853,2,male
18916,2,male
46724,2,male
72113,2,male
47342,2,male
139467,2,male
46934,2,male
25656,2,female
6360,2,female
47189,2,male
54421,2,male
10109,2,male
31208,2,male
182129,2,male
37721,2,male
62046,2,male
77381,2,male
54157,2,male
25653,2,male
22075,2,male
123712,2,male
65233,2,male
123690,2,male
58251,2,male
66436,2,male
38371,2,male
14224,2,male
80125,2,male
52850,2,female
57400,2,male
79133,2,male
78480,2,male
14933,2,male
31400,2,male
35671,2,male
77459,2,male
59045,2,male
57243,2,male
29694,2,male
116231,2,female
52264,2,male
214349,2,male
46813,2,male
83195,2,male
81342,2,male
51991,2,male
43309,2,male
72551,2,male
75778,2,male
109979,2,male
75802,2,female
89287,2,male
88478,2,male
62213,2,male
40161,2,female
79934,2,male
78206,2,male
72197,2,male
79990,2,male
86555,2,female
48392,2,male
106020,2,male
44473,2,male
79995,2,female
81836,2,male
40171,2,male
34494,2,male
76333,2,male
46223,2,male
61111,2,male
11680,2,male
53804,2,male
93676,2,male
25048,2,male
103747,2,male
21145,2,male
34800,2,male
95506,2,male
48034,2,male
84344,2,male
77461,2,female
42399,2,male
106124,2,male
128203,2,male
151232,2,male
86838,2,male
108512,2,male
50845,2,male
126797,2,male
14720,2,female
63172,2,male
13728,2,male
62069,2,female
10792,2,male
40900,2,male
80220,2,female
34280,2,male
87504,2,male
63481,2,male
147590,2,male
127501,2,male
82654,2,male
121826,2,male
14419,2,male
135390,2,male
24446,2,male
35436,2,male
38010,2,male
4171,2,male
121455,2,male
117974,2,male
114962,2,male
70793,2,male
127370,2,male
46226,2,female
130739,2,male
159480,2,male
59255,2,male
74052,2,male
14850,2,male
150117,2,male
144789,2,male
43550,2,male
121875,2,male
18034,2,male
102524,2,male
54093,2,male
133698,2,male
85449,2,female
126250,2,female
84204,2,male
48254,2,male
14921,2,male
60270,2,male
39386,2,male
156236,2,male
20803,2,male
42151,2,male
26146,2,male
121986,2,male
32596,2,male
160085,2,male
82134,2,male
58293,2,male
107985,2,male
120555,2,male
121936,2,male
141733,2,male
20223,2,male
112198,2,male
116432,2,male
17303,2,male
179144,2,male
31354,2,male
11144,2,female
11614,2,female
26450,2,male
177699,2,male
157862,2,male
184020,2,female
157360,2,female
122906,2,male
91690,2,male
66608,2,male
51166,2,male
39005,2,male
129432,2,female
118293,2,male
75465,2,male
86274,2,male
212716,2,male
156711,2,male
112205,2,male
27885,2,male
45756,2,male
25584,2,male
158445,2,male
128081,2,male
210708,2,male
85889,2,male
214100,2,male
172782,2,male
139651,2,male
55370,2,male
74674,2,male
209406,2,male
37342,2,male
4519,2,male
200713,2,male
201749,2,female
51859,2,male
58043,2,male
39260,2,male
140823,2,male
38792,2,male
45130,2,male
25866,2,male
20878,2,male
37168,2,male
5995,2,male
246314,2,male
117467,2,male
25583,2,male
46445,2,female
28981,2,male
69406,2,male
32616,2,male
257618,2,male
107445,2,male
8434,2,male
190880,2,male
16076,2,male
75404,2,male
102207,2,male
55922,2,male
37351,2,male
33998,2,male
266549,2,male
288526,2,male
56647,2,male
92834,2,male
173185,2,male
29007,2,male
44516,2,male
60025,2,male
141043,2,male
71055,2,male
17684,2,male
30127,2,male
212721,2,male
120467,2,male
201086,2,male
125680,2,male
248507,2,male
158914,2,male
48263,2,male
20626,2,male
73624,2,male
144728,2,male
62156,2,male
209355,2,male
134350,2,male
157690,2,female
42216,2,male
53168,2,male
192134,2,male
96769,2,female
48591,2,male
77528,2,male
77333,2,male
209350,2,male
199341,2,male
145247,2,male
225564,2,female
61642,2,male
94478,2,male
55589,2,male
77925,2,male
133827,2,male
209249,2,male
42200,2,male
75130,2,male
54544,2,male
209185,2,male
93057,2,male
78463,2,male
38195,2,male
112160,2,male
151431,2,male
50761,2,male
171372,2,male
133411,2,male
15419,2,male
159090,2,male
44588,2,male
98094,2,male
53482,2,male
132263,2,male
282268,2,male
136616,2,female
215848,2,male
108003,2,male
60316,2,male
167948,2,male
229297,2,male
61991,2,male
18628,2,male
261825,2,female
74767,2,male
76329,2,male
198567,2,male
76047,2,male
47860,2,male
282296,2,male
276843,2,male
265189,2,male
116352,2,male
37702,2,male
47703,2,male
254375,2,male
65485,2,male
27371,2,male
34658,2,male
48585,2,male
246741,2,male
208869,2,male
204762,2,female
285025,2,male
200727,2,male
41558,2,male
32069,2,male
52996,2,male
37193,2,male
83228,2,male
122843,2,male
20994,2,male
71114,2,male
65612,2,male
63069,2,male
222772,2,male
180147,2,male
258070,2,male
87799,2,male
11813,2,male
20053,2,male
37133,2,male
84111,2,male
37128,2,male
48135,2,male
165477,2,male
209361,2,male
157380,2,female
69060,2,male
13835,2,male
55317,2,male
105001,2,male
251736,2,male
46473,2,male
21861,2,female
294538,2,male
9510,2,male
43212,2,male
237796,2,male
25518,2,female
75491,2,male
116149,2,male
35856,2,male
80031,2,male
185546,2,male
171075,2,male
244458,2,female
20886,2,male
67869,2,male
42057,2,female
82469,2,male
37176,2,male
58702,2,male
308165,2,male
30545,2,male
30174,2,male
266044,2,female
64264,2,male
16412,2,male
121342,2,male
80067,2,male
43548,2,male
15888,2,male
287486,2,male
300487,2,male
17806,2,male
21605,2,male
315044,2,female
66969,2,male
8767,2,male
37775,2,male
37768,2,male
37777,2,male
23273,2,male
62491,2,male
44933,2,male
22728,2,male
38327,2,male
36298,2,male
20693,2,male
50327,2,male
29988,2,male
65762,2,male
9076,2,male
277432,2,female
67298,2,male
200358,2,male
94792,2,male
105576,2,male
19127,2,male
245169,2,male
53729,2,female
94228,2,male
62108,2,male
42468,2,male
13013,2,male
42303,2,male
26266,2,male
38382,2,male
60543,2,male
29400,2,male
38132,2,male
69792,2,male
25386,2,male
3582,2,male
72900,2,male
55531,2,male
41118,2,male
76829,2,male
52784,2,male
29609,2,male
112049,2,male
194880,2,male
64984,2,male
84109,2,male
42800,2,male
36491,2,male
18373,2,male
61682,2,male
99567,2,male
38381,2,male
63612,2,male
169541,2,male
43016,2,male
44989,2,male
44023,2,male
81724,2,male
167956,2,male
92798,2,male
166085,2,male
58655,2,male
286875,2,male
45441,2,male
95853,2,male
135696,2,male
203321,2,female
109477,2,male
56499,2,male
253686,2,female
76198,2,male
20220,2,male
79051,2,male
33489,2,male
180954,2,male
116554,2,male
276844,2,male
12609,2,male
135337,2,female
217708,2,male
317384,2,male
39064,2,male
162510,2,male
25657,2,female
20875,2,male
144183,2,male
309245,2,male
308638,2,male
103758,2,male
37978,2,male
315855,2,male
30131,2,male
320316,2,male
55032,2,male
73697,2,male
83429,2,male
43645,2,male
201765,2,male
51245,2,male
64423,2,male
140383,2,male
28190,2,male
103613,2,male
134463,2,male
116303,2,female
93222,2,male
21842,2,female
49874,2,male
58028,2,male
46806,2,male
59191,2,male
3004,2,male
118150,2,male
142979,2,male
122023,2,female
26910,2,male
31547,2,male
249772,2,male
78193,2,male
42590,2,male
47110,2,male
6547,2,male
37028,2,male
104435,2,male
45179,2,female
59050,2,male
50135,2,male
209032,2,male
213983,2,male
48207,2,male
106922,2,male
135281,2,female
228558,2,male
91583,2,male
59098,2,male
266537,2,male
169656,2,male
32334,2,male
9527,2,male
53915,2,male
238302,2,male
33436,2,male
10659,2,male
48411,2,female
6172,2,male
9673,2,male
73770,2,male
1915,2,male
265563,2,male
91628,2,male
35964,2,male
169379,2,female
263109,2,male
14630,2,male
40817,2,male
58411,2,male
11677,2,male
10146,2,female
56379,2,male
29108,2,male
44672,2,male
30643,2,male
322460,2,male
186610,2,male
52212,2,male
61865,2,male
299353,2,male
13892,2,male
44706,2,male
269258,2,male
45190,2,male
53623,2,male
249916,2,female
15165,2,male
53019,2,male
33447,2,male
64714,2,male
147287,2,male
31789,2,male
241882,2,male
31139,2,male
42279,2,male
78478,2,male
254320,2,male
24632,2,male
61041,2,male
56959,2,male
48643,2,female
170277,2,male
47590,2,male
83475,2,male
83446,2,male
251516,2,male
310593,2,male
21297,2,male
24085,2,male
10986,2,male
19025,2,male
20364,2,male
119172,2,male
209415,2,male
38262,2,male
43571,2,male
82066,2,male
250235,2,male
245906,2,male
239877,2,male
223932,2,male
2462,2,male
320006,2,male
74458,2,male
86541,2,male
15956,2,female
82114,2,male
108535,2,male
199222,2,male
42293,2,female
59843,2,male
39978,2,male
84066,2,male
223946,2,female
78338,2,male
212934,2,male
139357,2,male
20310,2,female
60202,2,male
45004,2,male
56366,2,male
29014,2,male
201099,2,male
41902,2,male
51730,2,male
39901,2,male
115124,2,male
31248,2,male
247645,2,male
86828,2,male
27637,2,male
10450,2,male
59700,2,female
56341,2,male
146132,2,male
67377,2,male
281783,2,male
47245,2,male
4695,2,male
15977,2,male
38811,2,male
31140,2,male
43000,2,male
32323,2,male
49398,2,male
272435,2,female
16261,2,male
179340,2,male
4645,2,male
65683,2,male
38364,2,male
25764,2,male
43027,2,male
53648,2,male
99095,2,male
61823,2,male
99883,2,male
110924,2,male
98349,2,male
120457,2,male
137484,2,male
212752,2,male
273169,2,female
62134,2,male
59570,2,male
56400,2,female
137315,2,male
195544,2,male
58204,2,male
197089,2,female
56994,2,male
51917,2,male
62029,2,male
2166,2,male
133469,2,male
41002,2,male
77673,2,male
337677,2,male
189227,2,male
76850,2,male
329134,2,male
55951,2,male
312167,2,male
260094,2,male
4398,2,male
326215,2,male
128960,2,male
80015,2,male
61765,2,male
320132,2,male
298614,2,male
253344,2,male
63274,2,male
37765,2,male
11441,2,male
38271,2,male
68275,2,male
35634,2,male
253944,2,female
315846,2,male
145312,2,male
267804,2,male
331251,2,male
15126,2,male
296313,2,male
82767,2,male
49928,2,male
130296,2,male
31410,2,male
84730,2,male
41012,2,male
135579,2,female
299828,2,male
265640,2,male
49455,2,male
12598,2,male
346646,2,male
63569,2,male
49843,2,male
284290,2,male
273153,2,female
78572,2,male
59499,2,male
148622,2,male
32336,2,male
46010,2,male
63258,2,male
57781,2,male
56547,2,male
77986,2,male
63303,2,male
42275,2,male
80155,2,male
71051,2,male
31648,2,male
5900,2,male
328589,2,male
2798,2,male
139156,2,male
330764,2,male
2004,2,male
15640,2,male
359105,2,male
315841,2,male
91007,2,male
19636,2,male
19637,2,male
54971,2,male
38637,2,male
6318,2,male
124111,2,male
134474,2,male
88012,2,female
326333,2,male
250535,2,male
304126,2,male
194548,2,female
43206,2,male
121869,2,male
319996,2,male
236873,2,female
225719,2,male
38293,2,male
9643,2,male
32577,2,male
14847,2,male
57662,2,male
