film_id,popularity,rating_id
21334,7.523517,364
47481,0.171616,365
136134,0.543985,366
12655,0.559621,367
11020,6.811264,368
35680,2.847458,369
23383,3.188067,370
5769,3.315827,371
17917,8.630078,372
9443,6.877698,373
746,11.076971,374
13597,13.009688,375
19,14.487867,376
346,15.01777,377
11051,11.370288,378
9769,10.618141,379
37969,1.791587,380
9631,7.65502,381
98505,0.431005,382
907,8.489499,383
5961,5.472431,384
26648,4.266305,385
13155,6.523262,386
19158,4.668541,387
9314,11.513066,388
8688,11.604533,389
23954,3.835188,390
12761,4.850503,391
11837,5.602126,392
11639,13.524001,393
11976,10.932786,394
115872,0.406397,395
19381,1.983933,396
573,5.316387,397
1978,4.329397,398
54795,0.691061,399
46748,0.892546,400
14577,7.061315,401
37498,5.213714,402
38621,5.57396,403
4175,2.972892,404
31995,3.876608,405
940,6.078088,406
2762,3.824884,407
12684,6.514753,408
2761,4.119907,409
8208,7.294135,410
15007,1.962002,411
36049,1.581063,412
52748,1.775534,413
75793,1.453276,414
47695,1.783776,415
31930,1.988389,416
20213,1.680545,417
543,3.956703,418
36054,0.560815,419
52782,1.646779,420
36056,1.986461,421
2760,9.299853,422
69848,0.996778,423
122289,0.964894,424
72987,0.85691,425
8195,9.672094,426
26618,6.108589,427
21132,2.258288,428
24016,13.798247,429
14785,0.976798,430
14794,12.083475,431
3486,0.886041,432
43106,0.586584,433
4975,1.354102,434
1039,0.639285,435
1955,8.405672,436
9445,15.352714,437
637,39.39497,438
8675,5.919725,439
3033,6.788021,440
1808,16.5293,441
5332,1.157399,442
21589,0.88051,443
11893,15.236541,444
19426,6.587353,445
666,4.919716,446
309,6.064954,447
11532,19.520733,448
11954,13.561368,449
27104,1.74817,450
24951,1.912324,451
16885,2.21138,452
76857,0.836911,453
8741,9.783966,454
10368,3.094893,455
11365,3.895735,456
46992,6.387602,457
22913,0.477356,458
9423,7.116537,459
192,11.469751,460
6187,1.018341,461
8129,1.878973,462
1618,11.089962,463
11167,7.229587,464
9524,0.799079,465
16306,6.305008,466
26425,1.165752,467
100,4.60786,468
77936,1.085907,469
10350,5.924059,470
11772,10.461285,471
9540,5.53202,472
11773,6.39955,473
30202,2.416299,474
1567,6.138782,475
10212,5.486645,476
11526,0.531412,477
125123,0.381749,478
28029,7.703645,479
65749,0.596717,480
30950,0.503503,481
11660,5.283661,482
18764,10.222076,483
1414,2.995334,484
10209,2.402484,485
22826,4.700084,486
1902,8.842959,487
12596,7.073467,488
1946,11.446138,489
42230,1.867807,490
139445,0.187537,491
1844,10.62333,492
24584,2.196587,493
28519,2.69143,494
13852,4.337545,495
25232,1.704254,496
33194,1.286747,497
10210,6.078792,498
17962,2.916805,499
44297,5.435716,500
8785,2.277685,501
509,9.874043,502
24858,1.266908,503
15059,3.02583,504
55912,1.217192,505
11779,11.619416,506
14283,7.725843,507
2275,14.039655,508
24137,3.873796,509
104,7.765379,510
13821,1.239074,511
9421,6.122739,512
55955,0.147516,513
78568,0.977617,514
48958,1.786841,515
345,13.268484,516
8914,7.493615,517
802,9.551293,518
3175,14.003467,519
3934,2.010505,520
41166,0.637248,521
16406,3.960622,522
91076,0.837943,523
89861,0.882132,524
102489,0.422789,525
18212,5.12798,526
13817,3.466204,527
48781,7.506958,528
29030,3.631422,529
25319,11.587199,530
24103,2.858879,531
9267,9.132013,532
9406,7.145784,533
39780,1.462571,534
10154,6.951414,535
30964,0.504739,536
52366,1.122218,537
6373,1.233052,538
40694,1.016117,539
40879,1.483082,540
47697,2.698585,541
9453,11.157288,542
35122,3.508075,543
142132,0.20833,544
11527,8.800455,545
1049,4.359884,546
28032,13.856199,547
11326,6.335814,548
10398,10.876463,549
2290,9.217935,550
62994,0.437857,551
32305,3.106424,552
15198,4.512767,553
10381,10.285949,554
5622,1.715072,555
11712,11.293611,556
13824,4.155147,557
69851,0.81126,558
11541,13.293569,559
2457,5.353954,560
8416,9.931025,561
851,5.408818,562
2593,2.441347,563
48797,1.011919,564
2731,10.762325,565
550,63.869599,566
1610,6.906939,567
36819,9.841623,568
42726,2.924112,569
9343,4.760938,570
42006,2.045228,571
10563,5.594358,572
108346,1.241349,573
128,17.166725,574
8672,1.807445,575
8056,3.040512,576
16129,5.466969,577
11489,2.730118,578
25560,2.786435,579
11878,10.313688,580
62204,8.341166,581
11790,2.540085,582
276635,0.122181,583
10047,9.471838,584
47692,1.850056,585
4203,5.470331,586
11481,6.825852,587
10399,6.646005,588
2668,11.072361,589
99,10.000915,590
77010,1.605782,591
5156,13.233136,592
11953,6.206807,593
44662,5.127806,594
26371,5.778465,595
125520,0.994953,596
5486,4.725878,597
13787,3.176804,598
777,6.02384,599
42739,3.46626,600
1439,17.65016,601
2277,9.369918,602
10387,1.531997,603
46435,5.902126,604
26578,4.690847,605
43103,1.876199,606
43194,1.993626,607
10397,4.496585,608
12524,7.295333,609
3558,8.285062,610
10384,5.496624,611
11900,0.854963,612
10493,13.464246,613
16241,5.923299,614
27632,4.683413,615
35119,3.970538,616
75641,1.12301,617
17343,3.047838,618
10831,2.444637,619
21193,1.490737,620
33078,3.464385,621
16672,9.768832,622
53714,2.021032,623
21489,3.883002,624
110479,0.325212,625
18681,3.773058,626
46835,0.28762,627
32015,2.254539,628
8293,10.854598,629
11782,10.184313,630
10086,8.758096,631
106837,0.533219,632
1907,14.430311,633
68546,0.30869,634
36210,1.896931,635
62463,1.592047,636
10385,6.474767,637
127602,0.074823,638
11004,5.922739,639
139,2.539346,640
19958,1.334529,641
54575,0.487602,642
54195,0.352743,643
139058,0.29714,644
72086,1.529024,645
622,11.316349,646
28463,1.080972,647
22650,1.771915,648
48213,1.545354,649
58048,1.408849,650
14900,8.87534,651
123047,0.794209,652
24575,2.132843,653
10971,6.560231,654
31336,0.3943,655
2383,4.158572,656
1396,10.11584,657
54825,2.329233,658
17078,2.066253,659
33516,2.578902,660
9960,7.597775,661
9764,4.713259,662
24212,1.173332,663
32613,12.004189,664
31624,2.911722,665
118098,0.553293,666
11327,7.186048,667
593,11.059785,668
49721,0.727837,669
46625,1.621193,670
48211,1.560752,671
28975,2.076455,672
11027,8.049042,673
61560,0.501632,674
27197,1.616275,675
27745,2.756553,676
11654,13.235179,677
3536,7.879924,678
49096,1.185074,679
19600,0.577044,680
98,23.186667,681
22501,8.717863,682
21484,10.505671,683
11332,1.687388,684
29372,1.636875,685
5483,1.958345,686
31353,1.156694,687
44018,2.073938,688
28973,4.182204,689
499,4.480811,690
38006,4.719784,691
42002,3.288353,692
40365,1.076492,693
24920,8.54341,694
10102,4.88779,695
38688,1.10641,696
6003,6.99099,697
22500,1.258514,698
38921,1.417505,699
35463,1.473833,700
51333,5.867426,701
10264,12.50303,702
9040,12.842165,703
643,12.912845,704
31023,2.753674,705
25636,5.954815,706
41160,1.225636,707
47439,1.548837,708
7443,11.834245,709
2024,15.960788,710
17711,11.880936,711
29946,1.637394,712
25993,5.378622,713
28050,1.491578,714
1052,10.59036,715
47585,0.625332,716
1448,4.998306,717
33828,2.569774,718
24167,4.371898,719
13783,6.313297,720
10401,1.917227,721
32640,1.433822,722
27723,3.898441,723
2360,5.13955,724
28043,4.363259,725
11589,8.418662,726
8420,3.28239,727
2211,0.841272,728
14195,7.000983,729
47434,0.479296,730
39891,3.974766,731
9651,11.932675,732
26865,7.530903,733
10480,6.335925,734
80713,0.454971,735
51179,0.652784,736
170767,1.300405,737
10434,2.958988,738
10687,5.878885,739
6521,15.072042,740
18801,3.287359,741
71,12.158424,742
19204,7.471402,743
47302,1.641105,744
8870,8.534176,745
77434,0.877264,746
11372,10.982385,747
8871,11.642462,748
34045,1.039367,749
10876,5.387711,750
11678,6.548229,751
2669,7.492912,752
92603,0.68827,753
10132,6.865513,754
107,14.014025,755
392,8.9256,756
25520,2.492547,757
21991,2.864682,758
1900,8.338222,759
44853,1.417827,760
9989,8.142166,761
47595,0.887037,762
10499,1.428565,763
12506,3.519881,764
39507,1.543035,765
26964,1.131486,766
71881,5.939428,767
4918,3.246823,768
32054,3.390491,769
14464,6.816276,770
63639,4.366662,771
318,4.938231,772
47588,0.064355,773
10697,3.134181,774
44412,1.261369,775
21620,0.971453,776
48217,1.4414,777
6073,9.958406,778
39180,10.47844,779
2749,12.149946,780
17203,3.553887,781
13889,2.012228,782
6028,2.481504,783
42148,2.112848,784
15598,7.409319,785
56137,1.50485,786
17466,13.90542,787
33676,3.132019,788
38718,7.929751,789
4192,11.162277,790
853,10.704813,791
10877,12.280827,792
5257,6.263988,793
2575,6.226933,794
55,5.958138,795
44379,0.647007,796
15940,2.269511,797
68894,0.101444,798
28308,7.034927,799
9519,9.035898,800
13898,1.629075,801
47643,4.433239,802
10477,5.310558,803
118052,0.934445,804
8076,2.664512,805
4973,1.860018,806
8095,8.591238,807
849,9.848674,808
39266,4.558863,809
46498,4.640419,810
11163,4.214637,811
11035,2.46757,812
11936,2.146237,813
11174,1.958105,814
37691,1.428582,815
824,13.691781,816
29572,5.15599,817
25538,8.930431,818
6498,4.189514,819
9705,9.646208,820
29937,1.43661,821
49922,0.954525,822
38043,1.096473,823
17494,6.477258,824
11826,5.819673,825
9301,1.826108,826
11444,6.186121,827
15564,0.706172,828
40880,0.660969,829
2140,7.637345,830
17612,6.236798,831
34899,0.864406,832
36245,3.003084,833
10728,4.021486,834
5991,3.553763,835
6106,4.714357,836
28430,3.150237,837
28794,4.510407,838
34689,6.730728,839
25690,1.395025,840
10238,9.983092,841
18929,2.678395,842
4789,2.105027,843
18988,7.056355,844
50031,0.281903,845
11713,9.523138,846
12481,10.486927,847
13333,9.592019,848
10540,6.918821,849
9462,11.116474,850
11371,14.741992,851
9517,4.877774,852
25985,1.19372,853
103488,0.060994,854
10868,13.028922,855
9395,5.283245,856
14506,7.753416,857
4281,10.158324,858
17170,2.785705,859
110428,0.134014,860
27362,2.264156,861
10675,8.105859,862
11347,9.97466,863
3543,5.289632,864
70842,0.654549,865
25497,5.623518,866
38560,1.835663,867
47493,0.239498,868
41974,1.129645,869
12582,4.095908,870
10001,2.562888,871
10142,7.435688,872
2210,11.509677,873
116014,4.164446,874
11828,3.44427,875
55699,1.025298,876
4486,1.602592,877
14372,10.653446,878
8216,3.336298,879
4296,2.742085,880
8867,12.597613,881
327,8.134524,882
552,2.916247,883
36095,3.111281,884
33379,6.618392,885
56162,0.435777,886
32261,2.132858,887
18683,1.714899,888
31083,2.903563,889
65015,0.880755,890
24077,3.969987,891
26535,3.584709,892
41784,1.730199,893
27431,4.392321,894
11308,2.895566,895
23239,0.690785,896
19317,2.852149,897
2057,9.970359,898
41951,1.046127,899
44258,0.448733,900
39176,1.004992,901
33214,3.467449,902
19267,3.298877,903
1933,11.046007,904
80070,0.544866,905
9896,12.330275,906
2779,5.739829,907
37920,4.284793,908
13966,2.213463,909
742,3.358638,910
16307,7.206941,911
11370,4.260945,912
44321,0.985777,913
5998,3.275117,914
20857,7.674549,915
2034,13.664622,916
12537,3.122717,917
16180,7.784939,918
21028,3.494578,919
82523,0.011917,920
20115,7.448046,921
25767,4.074783,922
22874,1.407538,923
43860,0.357832,924
12103,6.824871,925
11313,6.425321,926
35066,1.427917,927
13550,5.821597,928
31703,3.245807,929
20681,3.99897,930
570,2.063604,931
1018,18.184056,932
25641,1.866367,933
27396,1.878553,934
45929,0.826021,935
768,7.79014,936
3173,6.503788,937
27092,2.169971,938
11845,4.472873,939
167,12.400152,940
9378,8.819223,941
10034,0.958387,942
67385,0.143611,943
1535,18.186839,944
1433,11.111299,945
50785,2.394441,946
42258,0.347249,947
11834,3.308729,948
27405,1.653187,949
269,8.200586,950
10656,8.066663,951
72277,3.099222,952
5781,6.049944,953
33356,0.866004,954
27145,7.326636,955
43774,2.528855,956
8342,5.0511,957
228,2.40612,958
194,12.879381,959
11889,2.964908,960
9523,2.994899,961
11938,10.12489,962
43143,0.93291,963
35201,3.163464,964
18939,2.684863,965
855,10.064446,966
12660,11.34469,967
5279,14.101101,968
24206,1.672406,969
42987,6.071204,970
27099,2.242307,971
6312,11.564252,972
24166,1.363895,973
18317,2.066145,974
98491,1.090793,975
848,3.383201,976
31603,4.402396,977
11891,5.305679,978
11888,13.470227,979
35263,0.042859,980
112,5.396508,981
125717,0.167601,982
11710,7.265781,983
27378,1.779207,984
57976,1.014863,985
50819,0.158651,986
12659,1.199804,987
35650,1.343844,988
9606,9.298092,989
11447,7.331867,990
13915,0.506962,991
2084,6.271279,992
74692,1.788953,993
4267,2.411369,994
4031,2.836965,995
11594,2.646421,996
19562,3.206246,997
11535,9.347077,998
2441,1.9687,999
931,5.966221,1000
14778,2.76118,1001
37230,1.62152,1002
11698,3.511224,1003
42458,1.11576,1004
93427,0.727819,1005
10052,4.924078,1006
13791,6.38471,1007
480,10.625504,1008
38442,2.589616,1009
39387,1.598199,1010
614,6.89416,1011
2752,8.628928,1012
10590,11.34706,1013
40723,1.707091,1014
29039,3.44163,1015
22910,2.077256,1016
42517,1.554937,1017
40364,3.117965,1018
20465,2.776386,1019
35810,0.505588,1020
43997,0.817974,1021
31651,1.656115,1022
47869,1.75515,1023
33135,1.709151,1024
16149,1.254364,1025
25628,2.699959,1026
22130,1.385791,1027
26843,2.875229,1028
14807,11.693374,1029
8690,1.669519,1030
39543,6.545371,1031
39578,2.055833,1032
3418,2.02305,1033
4499,1.253508,1034
5851,4.917863,1035
25014,1.447713,1036
38880,0.549502,1037
1391,13.962548,1038
11563,3.475332,1039
15119,3.364968,1040
40072,2.222694,1041
2371,1.878184,1042
73134,7.936244,1043
9275,8.127591,1044
29135,2.883184,1045
1791,6.363081,1046
35651,1.770055,1047
62956,0.474556,1048
17990,8.733819,1049
129542,0.25793,1050
35944,0.689177,1051
64310,0.117912,1052
548,9.887355,1053
12149,7.397953,1054
35080,13.546984,1055
21970,9.003838,1056
36093,1.836865,1057
10491,21.520641,1058
18079,5.324962,1059
35337,0.816047,1060
16643,6.332398,1061
69324,0.18238,1062
26030,2.666065,1063
42048,0.872855,1064
13201,2.050252,1065
1815,1.713244,1066
32037,3.939797,1067
2894,0.765716,1068
5425,8.541796,1069
38360,9.524512,1070
29318,0.670951,1071
9026,8.287054,1072
42193,1.652755,1073
11791,4.789131,1074
27834,1.991025,1075
15677,4.176526,1076
48216,1.414306,1077
43532,0.441386,1078
7216,2.873528,1079
13245,1.135061,1080
52258,0.901594,1081
43139,0.829756,1082
9555,4.403771,1083
88818,0.902187,1084
30114,4.102354,1085
26290,7.576878,1086
17043,3.148745,1087
6278,13.067306,1088
16664,2.695993,1089
14651,1.257659,1090
20324,2.328043,1091
42254,2.82367,1092
1364,8.164312,1093
8869,10.800753,1094
8665,7.718723,1095
45861,0.653271,1096
10309,1.262664,1097
6404,5.207465,1098
43915,0.531514,1099
3780,4.249501,1100
8764,5.971241,1101
12308,5.50323,1102
9962,4.388338,1103
2750,12.655728,1104
30586,1.56449,1105
27062,1.023718,1106
6173,2.98332,1107
42337,3.873576,1108
11484,6.680938,1109
11692,8.903754,1110
3640,7.458993,1111
8653,3.882092,1112
30072,4.439325,1113
12771,10.16841,1114
60608,1.811615,1115
28319,3.185801,1116
9544,5.160215,1117
23967,2.245356,1118
26165,1.059641,1119
31514,1.209032,1120
79319,1.011264,1121
9299,7.110912,1122
46466,2.522402,1123
33506,2.406006,1124
5506,12.509812,1125
32961,4.546546,1126
32568,3.579001,1127
29698,2.45982,1128
19460,3.319598,1129
575,7.881933,1130
9093,6.894153,1131
1958,5.717082,1132
23550,3.83196,1133
68569,0.685649,1134
129,41.048867,1135
2110,12.426505,1136
38866,0.410523,1137
4107,7.757913,1138
9260,3.031934,1139
21828,2.076971,1140
37606,8.40852,1141
12921,2.954184,1142
43438,0.486514,1143
15313,0.664949,1144
1809,6.781935,1145
10994,13.75498,1146
40815,2.264968,1147
70443,0.47396,1148
12779,3.492576,1149
15992,3.485213,1150
12477,0.010902,1151
40064,2.130583,1152
40969,3.43877,1153
31278,1.706648,1154
21294,1.701134,1155
11340,6.100879,1156
8691,2.767334,1157
19123,5.568624,1158
10863,9.698848,1159
11646,7.44658,1160
5062,2.445608,1161
16124,1.023164,1162
21764,3.018382,1163
46364,1.794332,1164
35685,8.637148,1165
265,2.525223,1166
9645,13.955376,1167
13440,2.372928,1168
12454,3.411156,1169
31668,1.652275,1170
1360,11.283472,1171
14626,2.336209,1172
13526,2.488424,1173
9280,6.426438,1174
16351,3.387974,1175
2165,11.774131,1176
25037,2.982447,1177
24909,1.51734,1178
81530,0.172242,1179
34341,1.418177,1180
53000,0.239635,1181
11880,10.073784,1182
11629,0.752094,1183
48524,2.036657,1184
43089,4.291236,1185
9317,5.082509,1186
12528,4.239893,1187
47890,0.627368,1188
69014,1.244269,1189
64,6.648278,1190
5261,1.510797,1191
66091,0.687325,1192
25284,4.187079,1193
7011,0.712615,1194
35612,0.638452,1195
10880,0.441841,1196
32273,1.450026,1197
26356,2.216567,1198
23990,2.065757,1199
37335,1.455537,1200
71524,2.014981,1201
43279,1.021685,1202
29743,2.835882,1203
73116,0.620534,1204
26639,2.008448,1205
39274,0.3985,1206
4202,1.547715,1207
33504,2.503983,1208
21868,7.724715,1209
10856,3.249017,1210
18602,2.328347,1211
3131,14.922399,1212
2642,7.738531,1213
11022,5.20644,1214
19067,5.82556,1215
8392,13.507299,1216
12232,3.428166,1217
11706,3.666277,1218
25720,3.098412,1219
16938,5.310614,1220
21143,7.351703,1221
61578,0.10648,1222
4561,5.100454,1223
4435,1.484908,1224
18002,4.886559,1225
10599,6.463613,1226
13560,5.740474,1227
29339,4.056577,1228
423,14.811594,1229
28679,3.227677,1230
12090,6.001152,1231
35172,1.916933,1232
41209,1.435948,1233
10628,6.538007,1234
598,14.95927,1235
15842,0.918722,1236
11222,6.710499,1237
8073,5.648187,1238
1484,0.805363,1239
20813,3.568628,1240
44164,0.405032,1241
9027,4.720788,1242
125945,0.193054,1243
21189,4.128414,1244
34783,1.636426,1245
34374,7.92465,1246
35185,0.73743,1247
39948,2.486721,1248
43028,1.289505,1249
24129,1.263494,1250
4628,0.778734,1251
4193,10.526095,1252
210092,0.25422,1253
8219,3.805265,1254
10150,6.634939,1255
16407,4.068513,1256
30875,1.243242,1257
27380,1.352144,1258
52083,1.196669,1259
11949,4.160035,1260
42134,1.464085,1261
42130,0.622531,1262
42131,1.171804,1263
23942,1.895489,1264
32692,2.387475,1265
127,3.208221,1266
14645,5.870932,1267
42135,1.29069,1268
30874,4.273868,1269
30363,1.372892,1270
49409,0.039514,1271
48139,1.152642,1272
30584,1.263534,1273
29702,13.925958,1274
48561,0.329373,1275
30789,3.049914,1276
11057,0.417127,1277
9919,5.188107,1278
1956,3.337747,1279
3426,2.984046,1280
2984,4.928589,1281
33221,1.979369,1282
991,6.451499,1283
4911,4.98408,1284
11615,9.930326,1285
102,6.818513,1286
9613,5.812918,1287
42035,1.431944,1288
21867,1.991634,1289
23834,1.941389,1290
979,16.76382,1291
1591,3.02027,1292
24186,1.460923,1293
455,6.262677,1294
16229,4.865523,1295
44081,0.072402,1296
4762,7.172922,1297
37258,2.193595,1298
8996,2.917635,1299
12157,11.169488,1300
10293,2.704568,1301
45129,2.533455,1302
66027,2.345912,1303
9557,6.515316,1304
2525,4.309564,1305
57447,2.089199,1306
49845,1.153856,1307
9341,11.664861,1308
16425,1.21683,1309
12516,5.845197,1310
8409,17.714247,1311
21052,2.400607,1312
24982,4.835446,1313
12093,5.457863,1314
11516,3.68993,1315
10180,2.553711,1316
14237,8.096719,1317
26866,3.086951,1318
10743,6.959638,1319
11458,5.757895,1320
20689,1.303136,1321
13438,0.073685,1322
15394,3.015314,1323
22016,1.560336,1324
22958,2.897666,1325
10989,6.565758,1326
42017,1.377893,1327
10515,11.061551,1328
55616,0.810769,1329
10720,9.392508,1330
51230,0.446688,1331
5146,6.585107,1332
12544,1.498672,1333
9654,13.995044,1334
18385,1.916724,1335
1088,11.040186,1336
47423,7.625338,1337
49798,1.214894,1338
59950,1.135768,1339
50285,0.595602,1340
43361,2.384287,1341
6646,2.67963,1342
29514,8.027314,1343
147729,1.582132,1344
47715,1.022275,1345
11916,10.072738,1346
34759,1.167518,1347
26317,4.694378,1348
15925,1.497347,1349
11463,4.822357,1350
18780,5.472565,1351
19728,4.361613,1352
3009,5.310729,1353
41791,5.659326,1354
49842,4.72304,1355
38765,3.334076,1356
29627,1.506457,1357
36372,1.441189,1358
30529,0.956069,1359
18300,3.490296,1360
39088,1.030832,1361
4708,2.076076,1362
35068,1.276311,1363
15486,1.637955,1364
216,5.855308,1365
44736,1.835475,1366
18722,11.950477,1367
20645,3.659999,1368
11482,6.583984,1369
302,14.481103,1370
