film_id,country_id,director_gender
11971,38,male
1245,38,male
11858,38,female
8005,38,male
2088,38,male
103413,38,male
10057,38,male
85247,38,male
581,38,male
161070,38,male
18414,38,male
29621,38,male
9103,38,male
37667,38,female
90148,38,female
36915,38,male
25697,38,male
16299,38,male
935,38,male
41007,38,male
35645,38,male
26890,38,female
9268,38,male
10779,38,male
49963,38,female
31546,38,male
18975,38,male
46986,38,male
11015,38,male
44705,38,male
488,38,male
22733,38,male
57575,38,male
85328,38,male
48862,38,male
10586,38,male
43777,38,male
623,38,male
12614,38,male
792,38,male
15764,38,male
10379,38,male
41326,38,female
10608,38,male
409,38,male
185,38,male
335,38,male
175,38,male
600,38,male
311,38,male
37291,38,male
18971,38,male
826,38,male
694,38,male
11778,38,male
8428,38,male
983,38,male
655,38,male
10341,38,male
41801,38,female
814,38,male
24913,38,male
13549,38,male
31640,38,male
10549,38,male
8818,38,male
36758,38,female
12145,38,male
28005,38,female
49806,38,male
13982,38,male
77223,38,male
45671,38,female
65889,38,male
8413,38,male
14585,38,male
38295,38,male
9772,38,male
10155,38,male
20457,38,male
68924,38,male
29911,38,male
8067,38,male
14905,38,male
61337,38,male
10215,38,male
489,38,male
25994,38,male
2666,38,male
11258,38,male
9457,38,male
2923,38,male
30949,38,male
9558,38,male
9313,38,male
9440,38,male
53092,38,male
44308,38,male
1774,38,male
9449,38,male
38618,38,male
18316,38,male
12655,38,male
35680,38,female
13597,38,male
11051,38,male
9769,38,male
37969,38,male
9631,38,male
907,38,male
13155,38,male
19158,38,male
8688,38,male
11639,38,male
11976,38,male
19381,38,female
14577,38,male
37498,38,male
38621,38,male
69848,38,male
72987,38,male
8195,38,male
26618,38,male
21132,38,male
3486,38,male
1955,38,male
9445,38,male
8675,38,male
3033,38,male
5332,38,male
11893,38,male
24951,38,male
8741,38,male
9423,38,male
26425,38,male
10350,38,male
11772,38,male
9540,38,male
10212,38,female
28029,38,male
12596,38,male
1844,38,male
28519,38,male
33194,38,female
10210,38,male
509,38,male
15059,38,male
55912,38,female
11779,38,male
2275,38,male
24137,38,male
48958,38,male
345,38,male
8914,38,male
802,38,male
3175,38,male
41166,38,male
16406,38,male
91076,38,male
48781,38,male
29030,38,male
25319,38,male
9406,38,male
39780,38,female
10154,38,male
30964,38,male
40879,38,male
47697,38,male
9453,38,male
35122,38,male
142132,38,female
11527,38,male
1049,38,male
28032,38,male
10398,38,male
2290,38,male
62994,38,male
32305,38,male
15198,38,male
11541,38,male
550,38,male
10563,38,male
108346,38,male
8672,38,male
25560,38,male
62204,38,male
2668,38,male
125520,38,male
13787,38,female
1439,38,male
2277,38,male
46435,38,male
26578,38,male
10397,38,male
12524,38,female
3558,38,male
10384,38,male
10493,38,male
16241,38,male
35119,38,male
46835,38,male
1907,38,male
68546,38,male
10385,38,female
11004,38,male
72086,38,male
123047,38,male
2383,38,male
11327,38,male
46625,38,male
11027,38,male
3536,38,male
19600,38,male
98,38,male
29372,38,male
5483,38,male
28973,38,male
38921,38,male
35463,38,male
51333,38,male
10264,38,male
9040,38,male
25636,38,female
2024,38,male
17711,38,male
29946,38,male
1052,38,male
27723,38,male
28043,38,male
11589,38,male
14195,38,male
47434,38,female
9651,38,male
10480,38,male
51179,38,male
10687,38,male
6521,38,male
18801,38,male
8870,38,male
77434,38,female
8871,38,male
10876,38,male
11678,38,male
2669,38,male
10132,38,male
107,38,male
392,38,male
25520,38,male
21991,38,male
1900,38,male
9989,38,male
39507,38,male
71881,38,male
32054,38,male
14464,38,male
318,38,male
44412,38,male
6073,38,male
39180,38,male
2749,38,male
17203,38,male
17466,38,male
33676,38,male
38718,38,male
853,38,male
10877,38,male
2575,38,male
68894,38,female
28308,38,male
10477,38,male
118052,38,male
8095,38,male
849,38,male
46498,38,male
824,38,male
9705,38,male
49922,38,male
38043,38,female
17494,38,male
15564,38,male
2140,38,male
6106,38,male
34689,38,male
25690,38,male
13333,38,male
11371,38,male
9517,38,male
25985,38,male
103488,38,male
10868,38,male
9395,38,male
17170,38,male
10675,38,male
3543,38,male
70842,38,male
25497,38,male
38560,38,male
47493,38,female
41974,38,male
10142,38,male
2210,38,male
116014,38,male
55699,38,male
14372,38,male
4296,38,male
8867,38,male
327,38,male
33379,38,male
56162,38,male
18683,38,male
31083,38,male
41784,38,male
11308,38,male
2057,38,male
19267,38,male
1933,38,male
9896,38,male
2779,38,male
37920,38,female
11370,38,male
20857,38,male
2034,38,male
22874,38,male
12103,38,male
11313,38,male
1018,38,male
25641,38,female
27396,38,male
167,38,male
9378,38,male
10034,38,male
1535,38,male
855,38,male
5279,38,male
31603,38,male
11891,38,male
11888,38,male
50819,38,female
2084,38,male
11535,38,male
93427,38,male
10052,38,male
13791,38,male
2752,38,male
10590,38,male
29039,38,male
22910,38,male
42517,38,male
26843,38,male
5851,38,male
38880,38,female
15119,38,male
9275,38,male
29135,38,male
12149,38,male
35080,38,male
21970,38,male
10491,38,male
16643,38,male
13201,38,male
1815,38,male
9026,38,male
27834,38,male
15677,38,male
88818,38,male
30114,38,male
17043,38,male
6278,38,male
8869,38,male
8665,38,female
8764,38,male
9962,38,male
11692,38,male
30072,38,male
12771,38,male
9544,38,male
23967,38,female
33506,38,male
9093,38,male
68569,38,male
9260,38,male
37606,38,male
12921,38,male
1809,38,male
10994,38,male
15992,38,male
40969,38,male
9645,38,male
13440,38,male
1360,38,female
13526,38,female
11880,38,male
12528,38,male
47890,38,male
25284,38,male
7011,38,male
39274,38,male
21868,38,male
3131,38,male
2642,38,male
11022,38,male
11706,38,male
10599,38,male
29339,38,male
12090,38,male
41209,38,male
10628,38,male
9027,38,female
21189,38,male
10150,38,male
27380,38,male
30363,38,male
9919,38,male
1956,38,male
4911,38,male
11615,38,male
24186,38,female
455,38,female
16229,38,male
37258,38,male
12157,38,male
9557,38,male
2525,38,male
9341,38,male
16425,38,male
12516,38,male
8409,38,male
21052,38,male
24982,38,male
14237,38,male
10743,38,male
11458,38,male
20689,38,male
22958,38,male
10720,38,male
51230,38,male
5146,38,male
9654,38,male
6646,38,male
29514,38,male
11916,38,male
15925,38,male
41791,38,female
38765,38,male
36372,38,male
4708,38,male
18722,38,male
8698,38,male
68927,38,male
24356,38,male
9104,38,male
21512,38,male
21449,38,male
9499,38,male
37227,38,male
33521,38,male
20815,38,male
9616,38,male
1415,38,male
153,38,female
2687,38,male
74585,38,male
12767,38,male
38244,38,male
7288,38,male
10934,38,female
821,38,male
11703,38,male
9501,38,male
11046,38,male
41780,38,male
26850,38,male
70709,38,male
29449,38,male
37943,38,male
33633,38,male
17744,38,male
1584,38,male
4997,38,male
10629,38,male
10944,38,female
9839,38,male
31397,38,male
20312,38,male
10922,38,male
13537,38,male
10719,38,male
508,38,male
10715,38,male
11002,38,male
2297,38,male
5765,38,male
9261,38,male
14249,38,male
10166,38,male
3681,38,male
15927,38,male
72087,38,male
42740,38,male
10511,38,male
616,38,male
2289,38,male
9620,38,male
10601,38,male
14844,38,male
10718,38,male
25095,38,male
27465,38,male
6277,38,male
42040,38,male
13505,38,male
47802,38,male
16784,38,male
12775,38,male
8842,38,male
11132,38,female
13572,38,male
2023,38,male
47474,38,male
57744,38,male
11169,38,male
10544,38,male
26636,38,male
47201,38,male
7220,38,male
9509,38,male
11058,38,male
652,38,male
9461,38,male
18513,38,male
10435,38,male
34328,38,male
14980,38,male
5842,38,male
24012,38,male
11533,38,male
10604,38,male
16876,38,male
14782,38,male
1926,38,male
876,38,male
8468,38,male
21159,38,male
25598,38,male
41089,38,male
28415,38,male
7090,38,male
5902,38,male
10690,38,male
13823,38,male
20718,38,male
43011,38,male
51515,38,male
41779,38,female
25495,38,male
16617,38,male
41774,38,male
42658,38,male
47819,38,male
12651,38,male
31146,38,male
10204,38,male
15237,38,male
25783,38,male
44691,38,male
14365,38,male
23522,38,male
10742,38,male
9477,38,male
2048,38,male
45793,38,male
42525,38,male
42347,38,male
19051,38,male
1783,38,male
69035,38,male
22976,38,male
45608,38,male
53198,38,male
4201,38,male
45522,38,male
52936,38,male
23601,38,male
40087,38,male
11632,38,female
29979,38,male
11387,38,male
49069,38,male
31117,38,male
9759,38,male
5137,38,male
1653,38,male
747,38,male
42215,38,male
47446,38,male
1492,38,male
1599,38,male
11045,38,male
26108,38,male
3989,38,male
16358,38,male
21241,38,male
3053,38,male
12483,38,male
8849,38,male
4553,38,male
10740,38,male
12777,38,male
11184,38,male
866,38,male
1966,38,male
42668,38,male
50474,38,male
15421,38,male
3482,38,male
59189,38,male
37627,38,male
29859,38,male
9652,38,male
11935,38,male
30636,38,male
86295,38,male
17435,38,male
13189,38,male
19596,38,male
14670,38,male
42021,38,male
60631,38,male
71805,38,male
1662,38,male
31923,38,male
31696,38,male
13995,38,male
45145,38,male
31962,38,male
41778,38,male
10486,38,male
5470,38,male
88421,38,male
7096,38,male
24272,38,male
19362,38,male
110147,38,male
29512,38,male
32166,38,male
49671,38,male
73952,38,male
16435,38,male
10955,38,female
12900,38,male
81540,38,female
11056,38,male
13437,38,male
16077,38,male
35583,38,male
10918,38,male
11427,38,male
10077,38,male
36730,38,male
22076,38,male
55931,38,male
12703,38,male
9282,38,male
23520,38,male
9667,38,male
179,38,male
11420,38,male
291,38,male
41171,38,male
205,38,male
118,38,male
9833,38,male
6478,38,male
11162,38,male
69234,38,male
39472,38,male
25350,38,male
10609,38,male
9947,38,male
6439,38,male
7214,38,male
24962,38,male
30923,38,male
135473,38,male
16638,38,male
57825,38,female
37527,38,male
25103,38,male
10012,38,male
10022,38,male
43912,38,male
76403,38,male
36815,38,male
33539,38,male
45218,38,male
21666,38,male
47237,38,male
7364,38,male
11431,38,male
85673,38,male
74948,38,male
7342,38,male
9636,38,male
31065,38,male
1495,38,male
1640,38,male
67445,38,male
11171,38,male
21997,38,male
44658,38,male
48130,38,male
10027,38,male
4379,38,male
9787,38,female
23825,38,male
25312,38,female
2994,38,male
2151,38,male
34308,38,male
11588,38,male
73376,38,male
11309,38,male
5237,38,male
37632,38,male
26579,38,female
9913,38,male
18976,38,male
445,38,male
4442,38,male
9042,38,male
