,genres,ID,title,vote_average,vote_count,releasedate,director_gender,prod_countries
5813,"Comedy, Drama, Music",15419,Kabhi Haan Kabhi Naa,7.2,10.0,1993,male,India
5814,"Drama, Romance, Foreign",99647,Blue,7.3,4.0,2002,male,Japan
5815,"Comedy, Action",159090,Duplicate,5.6,16.0,1998,male,India
5816,Drama,49104,Chronicle of a Disappearance,6.0,2.0,1996,male,Palestinian Territory
5817,"Thriller, Horror",227877,Torment,5.0,36.0,2013,male,Canada
5818,"Comedy, Fantasy, Mystery",44588,Hellphone,4.3,40.0,2007,male,France
5819,"Science Fiction, Horror",40222,The Brain,4.6,6.0,1988,male,Canada
5820,Science Fiction,64627,Operation Ganymed,3.3,3.0,1977,male,Germany
5821,Comedy,98094,Pinball Summer,3.8,2.0,1980,male,Canada
5822,"Comedy, Drama",53482,One Man Up,7.2,35.0,2001,male,Italy
5823,"Action, Adventure, Family",89551,Bush Christmas,6.0,5.0,1947,male,Australia
5824,"Comedy, Romance, Fantasy, Horror",132263,The Ghost Goes West,5.9,7.0,1935,male,United Kingdom
5825,"Drama, History",262958,Jimmy's Hall,6.5,50.0,2014,male,France
5826,"Action, Drama, Crime",250551,Gunday,5.7,35.0,2014,male,India
5827,"Drama, Romance",235984,Goliyon Ki Raasleela Ram-Leela,7.1,54.0,2013,male,India
5828,"Action, Romance, Thriller",276935,Ek Villain,6.3,41.0,2014,male,India
5829,"Action, Drama, Romance",37737,Kites,6.0,42.0,2010,male,India
5830,Comedy,282268,Monty Python Live (Mostly),7.2,18.0,2014,male,United Kingdom
5831,"Drama, Foreign",44527,Villa Amalia,5.5,12.0,2009,male,France
5832,Thriller,157849,A Most Wanted Man,6.5,545.0,2014,male,United Kingdom
5833,Comedy,136616,The Pursuit of Unhappiness,6.7,4.0,2012,female,Germany
5834,Comedy,215848,Family United,6.1,36.0,2013,male,Spain
5835,Comedy,108003,Call Me Bwana,7.0,1.0,1963,male,United Kingdom
5836,"Drama, Crime, Thriller",40990,The Keeper,5.3,6.0,2004,male,United Kingdom
5837,"Comedy, Animation",60316,Food,7.6,18.0,1993,male,Czech Republic
5838,Drama,199977,For a Woman,6.0,11.0,2013,female,France
5839,"Drama, War",80705,Westfront 1918,5.8,5.0,1930,male,Germany
5840,"Drama, Crime, Thriller",161056,8-Ball,6.1,14.0,2013,female,Finland
5841,Drama,7983,Lowlands,6.0,4.0,1954,female,Germany
5842,"Drama, Crime",157845,The Rover,6.1,295.0,2014,male,Australia
5843,"Action, Thriller",242454,The Suspect,6.9,47.0,2013,male,South Korea
5844,"Comedy, Science Fiction",167948,Space Milkshake,5.7,18.0,2012,male,Canada
5845,"Comedy, Drama, Romance",229297,Magic in the Moonlight,6.5,749.0,2014,male,United Kingdom
5846,"Comedy, Drama",61991,Impudent Girl,6.9,16.0,1985,male,France
5847,Mystery,60287,The Thirty Nine Steps,7.3,14.0,1978,male,United Kingdom
5848,Drama,265169,Winter Sleep,7.6,132.0,2014,male,Turkey
5849,Horror,84986,Screamtime,4.8,3.0,1983,male,United Kingdom
5850,Comedy,18628,Very Happy Alexander,5.5,22.0,1968,male,France
5851,Drama,228194,The Hundred-Foot Journey,7.3,516.0,2014,male,India
5852,"Adventure, Thriller, Horror",67822,Rituals,6.6,13.0,1977,male,Canada
5853,Action,107828,The Dragon Missile,6.7,3.0,1976,male,Hong Kong
5854,"Thriller, Mystery",42676,The Fifth Cord,5.8,8.0,1971,male,Italy
5855,"Comedy, Drama",261825,Zero Motivation,6.2,26.0,2014,female,Israel
5856,"Action, Drama, Crime, Thriller",47517,Quicksand,5.9,10.0,2003,male,France
5857,Drama,112999,The Hero,7.6,7.0,1966,male,India
5858,"Crime, Thriller, Mystery",137876,The Reckoning,4.7,16.0,2014,male,Australia
5859,"Drama, Romance, Thriller, Foreign, Mystery",62045,Only God Knows,6.3,3.0,2006,male,Mexico
5860,Unknown,143295,What About Dick?,8.0,1.0,2012,male,United States of America
5861,"Comedy, Drama, Adventure",74767,The Wise Guys,7.1,15.0,1965,male,France
5862,"Action, Adventure",56268,Captain Blood,6.3,9.0,1960,male,France
5863,Drama,85547,The First Man,5.6,9.0,2011,male,France
5864,"Drama, History, War",162532,Sarraounia,5.0,1.0,1986,male,Burkina Faso
5865,"Action, Thriller",71320,Breaking Point,4.0,1.0,1976,male,Canada
5866,Drama,43877,Osaka Elegy,6.3,13.0,1936,male,Japan
5867,Music,212769,Make Your Move,6.2,30.0,2013,male,South Korea
5868,"Drama, Adventure, History",86997,The Message,7.6,11.0,1976,male,Libyan Arab Jamahiriya
5869,"Drama, Thriller",85765,Boom!,6.5,2.0,1968,male,United Kingdom
5870,Drama,297677,The Effect of Love,4.0,2.0,2007,male,Argentina
5871,"Drama, History",198460,Boris Godunov,2.5,2.0,1986,male,Russia
5872,Comedy,76329,Happy New Year,6.6,7.0,1973,male,France
5873,Drama,221902,"Two Days, One Night",6.8,327.0,2014,male,Italy
5874,Science Fiction,29705,The Tunnel,2.5,4.0,1935,male,United Kingdom
5875,Horror,259761,Lights Out,7.5,71.0,2013,male,Sweden
5876,"Drama, Thriller, Foreign, Mystery",25747,Beautiful,6.6,8.0,2008,male,South Korea
5877,"Drama, Crime, Thriller",88573,Headshot,6.1,19.0,2011,male,France
5878,"Action, Drama, Thriller",247182,El niño,6.5,79.0,2014,male,Spain
5879,"Comedy, Drama",198567,The Holy Man,5.4,4.0,1965,male,India
5880,Documentary,116569,Vinyl,7.0,4.0,2000,male,Canada
5881,"Comedy, Romance",76047,Två killar och en tjej,5.0,1.0,1983,male,Sweden
5882,"Adventure, Fantasy, Family, Animation",52686,The Little Norse Prince,6.4,17.0,1968,male,Japan
5883,Comedy,47860,"Things I Like, Things I Don't Like",7.1,17.0,1989,male,France
5884,"Thriller, Mystery",204922,Before I Go to Sleep,6.2,672.0,2014,male,France
5885,"Drama, Romance",192145,Third Person,5.8,218.0,2013,male,Belgium
5886,"Drama, Foreign",88285,Newsfront,5.0,1.0,1978,male,Australia
5887,"Action, Drama, Thriller",71181,Bullies,4.5,5.0,1986,male,Canada
5888,"Thriller, Mystery",33814,Cast a Dark Shadow,6.0,10.0,1955,male,United Kingdom
5889,"Action, Crime, Mystery",72114,The Groundstar Conspiracy,6.1,4.0,1972,male,Canada
5890,Drama,196325,American Dreams in China,6.7,62.0,2013,male,China
5891,"Drama, Fantasy",79611,Target,6.4,5.0,2011,male,Russia
5892,Horror,109565,Catacombs,4.4,7.0,1988,male,United States of America
5893,Drama,79016,Homevideo,6.8,13.0,2011,male,Germany
5894,"Drama, Thriller",270302,The Riot Club,5.9,378.0,2014,female,United Kingdom
5895,"Crime, History, Mystery, Documentary",223632,The Galapagos Affair: Satan Came to Eden,7.3,8.0,2014,male,Norway
5896,"Comedy, Drama, Romance",282296,My Old Lady,6.1,100.0,2014,male,France
5897,Comedy,276843,What We Did on Our Holiday,6.7,179.0,2014,male,United Kingdom
5898,"Comedy, Drama",265189,Force Majeure,6.8,255.0,2014,male,Norway
5899,"Drama, Western",264656,The Homesman,6.4,262.0,2014,male,France
5900,"Drama, Romance",68004,Center Stage,6.7,15.0,1991,male,Hong Kong
5901,Drama,230779,Cesar Chavez,6.1,20.0,2014,male,Mexico
5902,"Action, Thriller",38654,When Eight Bells Toll,5.6,12.0,1971,male,United Kingdom
5903,"Comedy, Animation",116352,Monkey's Teeth,7.8,4.0,1960,male,France
5904,"Drama, Animation",69559,Dead Times,8.4,5.0,1964,male,France
5905,"Action, Crime, Thriller",254904,The November Man,6.0,645.0,2014,male,United Kingdom
5906,"Drama, Thriller",157825,White Bird in a Blizzard,6.1,289.0,2014,male,United States of America
5907,"Science Fiction, Animation",116351,The Snails,8.1,9.0,1966,male,France
5908,Thriller,284427,Who Am I,7.6,430.0,2014,male,Germany
5909,"Thriller, Mystery, Horror",222461,Wer,5.7,96.0,2013,male,Romania
5910,"Drama, Fantasy, Animation",149871,The Tale of the Princess Kaguya,8.0,350.0,2013,male,Japan
5911,"Comedy, Action, Adventure",37702,Forbidden City Cop,7.3,23.0,1996,male,Hong Kong
5912,"Drama, Fantasy, Animation",69328,How Wang-Fo Was Saved,7.3,6.0,1987,male,France
5913,"Fantasy, Animation",116350,The Captive,7.6,5.0,1988,male,France
5914,"Comedy, Fantasy",47703,Glumov's Diary,5.2,8.0,1923,male,Russia
5915,"Drama, Fantasy, Science Fiction, Mystery, Horror, Animation",15916,Angel's Egg,7.7,56.0,1985,male,Japan
5916,"History, Documentary",267480,The Look of Silence,8.0,75.0,2014,male,Denmark
5917,"Drama, History",15478,The Abdication,8.0,2.0,1974,male,United Kingdom
5918,"Drama, War",263855,Fort Bliss,6.3,29.0,2014,female,United States of America
5919,"Comedy, Drama, Adventure",254375,Hector and the Search for Happiness,6.9,317.0,2014,male,United Kingdom
5920,"Action, Drama, Horror",210911,Rigor Mortis,6.2,57.0,2013,male,Hong Kong
5921,"Comedy, Drama",65485,The Dinner,7.1,4.0,1998,male,France
5922,"Drama, War",58509,Unfair Competition,7.7,6.0,2001,male,Italy
5923,"Drama, Crime",271397,The Tribe,6.7,92.0,2014,male,Netherlands
5924,"Drama, Thriller, Fantasy, Horror",149509,Horns,6.2,878.0,2013,male,Canada
5925,Horror,28690,Fangs of the Living Dead,2.5,2.0,1969,male,Spain
5926,"Drama, Fantasy, Horror",43749,Wolf Girl,4.3,10.0,2001,male,Canada
5927,"Action, Crime, Thriller",151368,Open Windows,5.1,190.0,2014,male,France
5928,"Drama, Crime, Thriller",52315,Chained Heat 2,3.9,9.0,1993,male,Canada
5929,"Action, Drama, Foreign",26615,Challenge of the Masters,5.5,4.0,1976,male,Hong Kong
5930,Documentary,118257,Room 666,5.6,5.0,1982,male,France
5931,"Adventure, Fantasy, Family",227707,The Adventurer: The Curse of the Midas Box,5.1,74.0,2013,male,Belgium
5932,Science Fiction,33691,Stereo,5.9,15.0,1969,male,Canada
5933,"Comedy, Science Fiction",27371,Crimes of the Future,5.0,16.0,1970,male,Canada
5934,Unknown,107928,Gold of Rome,6.0,1.0,1961,male,Italy
5935,Thriller,73818,The Entitled,5.9,40.0,2011,male,Canada
5936,"Drama, Crime, Thriller",244761,The Captive,5.8,334.0,2014,male,Canada
5937,"Thriller, Science Fiction",206487,Predestination,7.3,1971.0,2014,male,Australia
5938,"Action, Drama",8063,The Red Tent,5.8,6.0,1969,male,Italy
5939,"Drama, Science Fiction, Horror",52318,Alien Predators,4.9,8.0,1985,male,United States of America
5940,Family,21394,The Children of Noisy Village,6.2,12.0,1986,male,Sweden
5941,Family,26111,More About the Children of Noisy Village,6.6,4.0,1987,male,Sweden
5942,Horror,108798,The Haunted Castle,5.0,1.0,1969,male,Japan
5943,"Comedy, Action",34658,The Odd Couple,6.1,5.0,1979,male,Hong Kong
5944,"Comedy, Action, Horror, Animation",48585,Ward 13,8.2,5.0,2003,male,Australia
5945,"Comedy, Horror",246741,What We Do in the Shadows,7.4,779.0,2014,male,New Zealand
5946,"Documentary, Music",37925,Celine: Through the Eyes of the World,4.8,3.0,2010,male,Canada
5947,"Comedy, Action, Drama, Crime",208869,Plastic,6.1,86.0,2014,male,United Kingdom
5948,Drama,244268,Love Is Strange,6.4,111.0,2014,male,Brazil
5949,Documentary,15377,All the World's Memory,6.4,5.0,1956,male,France
5950,"Drama, Romance",215211,Grace of Monaco,5.8,201.0,2014,male,Belgium
5951,"Action, Drama, Science Fiction, Western",215379,Young Ones,5.8,109.0,2014,male,South Africa
5952,"Thriller, Horror",22072,The Chair,4.0,7.0,2007,male,Canada
5953,"Comedy, Drama",204762,Miss and the Doctors,5.0,15.0,2013,female,France
5954,Unknown,47454,"Presentation, or Charlotte and Her Steak",5.5,2.0,1960,male,France
5955,Drama,245844,Blind,5.9,75.0,2014,male,Netherlands
5956,"Comedy, Drama",285025,Tour de Force,7.5,31.0,2014,male,Germany
5957,Documentary,273997,Stop at Nothing: The Lance Armstrong Story,7.0,25.0,2014,male,Australia
5958,Horror,49706,Dream Home,6.5,47.0,2010,male,Hong Kong
5959,"Drama, Crime, Thriller, Mystery",31446,Archangel,5.2,16.0,2005,male,United Kingdom
5960,"Comedy, Romance",200727,"Love, Rosie",7.7,1660.0,2014,male,United Kingdom
5961,"Drama, Horror",203912,National Theatre Live: Frankenstein,8.5,15.0,2011,male,United Kingdom
5962,"Drama, Science Fiction",264660,Ex Machina,7.6,4862.0,2015,male,United Kingdom
5963,"Comedy, Romance",41558,Separation City,5.4,8.0,2009,male,New Zealand
5964,"Comedy, Drama",32069,Inserts,6.0,11.0,1975,male,United Kingdom
5965,"History, War, TV Movie",12314,The Bridge,4.4,9.0,2008,male,Germany
5966,"Comedy, Western",52996,A Fistful of Fingers,5.9,6.0,1995,male,United Kingdom
5967,"Drama, Fantasy, Horror",84944,The White Reindeer,6.5,11.0,1952,male,Finland
5968,"Drama, History",245700,Mr. Turner,6.3,207.0,2014,male,United Kingdom
5969,"Drama, Romance, Adventure",251232,Copenhagen,6.6,68.0,2014,male,Denmark
5970,"Comedy, Crime, Adventure",37193,Hue and Cry,5.9,16.0,1947,male,United Kingdom
5971,"Comedy, Drama",83228,Come and Go,7.5,2.0,2003,male,Portugal
5972,Unknown,83226,The Last Dive,7.5,2.0,1992,male,Portugal
5973,"Drama, War",92401,The Red Beret,6.5,2.0,1953,male,United Kingdom
5974,"Action, Thriller",17082,The Sniper,5.9,18.0,2009,male,Hong Kong
5975,"Drama, History, War",141950,Calm at Sea,4.1,8.0,2012,male,France
5976,Comedy,122843,The Wedding Video,6.2,13.0,2012,male,United Kingdom
5977,"Drama, Romance",52475,Young Goethe in Love,5.7,21.0,2010,male,Germany
5978,"Action, Drama, Crime, Thriller",14575,The Crew,6.2,22.0,2008,male,United Kingdom
5979,"Action, Adventure",12450,King Solomon's Mines,5.2,21.0,2004,male,Germany
5980,"Science Fiction, Horror",196830,Stranded,3.4,59.0,2013,male,Canada
5981,"Action, Drama, Thriller",42903,Category 7: The End of the World,5.2,15.0,2005,male,United States of America
5982,"Drama, Crime",56212,The Stoker,7.0,13.0,2010,male,Russia
5983,"Comedy, Action, Crime",20994,Blind Man's Bluff,6.6,20.0,2005,male,Russia
5984,"Action, Drama, History, War",178446,Generation War,8.2,70.0,2013,male,Germany
5985,"Action, Drama, Crime, Romance",280795,Haider,7.2,65.0,2014,male,India
5986,"Action, Adventure, Thriller",34995,Puerto Vallarta Squeeze,4.6,4.0,2003,male,United States of America
5987,Unknown,67669,Going Back,4.0,3.0,2001,male,Canada
5988,Thriller,188102,The Fraternity,4.3,3.0,2002,male,Canada
5989,"Action, Drama, Thriller, History, War",41497,American Soldiers: A Day in Iraq,6.5,2.0,2005,male,Canada
5990,"Action, Drama, Crime, Thriller",130747,The Guardians,5.6,43.0,2012,male,Germany
5991,Science Fiction,42542,Starship Invasions,2.3,4.0,1977,male,Canada
5992,"Drama, Thriller",177865,The Hour of the Lynx,5.4,9.0,2013,male,Denmark
5993,Documentary,68197,Chasing Madoff,5.5,4.0,2010,male,United States of America
5994,"Comedy, Drama, Foreign",71114,Cleopatra,4.7,3.0,2003,male,Argentina
5995,"Drama, Romance",15460,A French Gigolo,5.4,17.0,2008,female,France
5996,"Crime, Thriller",131475,Cold Blooded,5.1,8.0,2012,male,Canada
5997,"Romance, Thriller",158426,Intersections,6.1,25.0,2013,male,France
5998,Horror,41035,Torture Garden,5.7,11.0,1967,male,United Kingdom
5999,Documentary,26298,Here and Elsewhere,5.7,5.0,1976,male,France
6000,Documentary,61415,Meetin' WA,5.2,6.0,1986,male,France
6001,"Comedy, Drama",65612,Keep Your Right Up,5.3,4.0,1987,male,France
6002,Unknown,244838,Lettera Amorosa,7.0,1.0,1995,male,Portugal
6003,Drama,244836,The Ballad of Johnny Guitar,6.3,3.0,1996,male,Portugal
6004,Unknown,154188,Conserva Acabada,5.0,2.0,1990,male,Portugal
6005,"Drama, Foreign",172008,Complicit,4.5,5.0,2013,male,United Kingdom
6006,Drama,147533,The Russian Novel,5.0,1.0,2013,male,South Korea
6007,Drama,216156,Still Life,7.3,89.0,2013,male,Italy
6008,"Comedy, Drama",63069,Bank Holiday,6.0,3.0,1938,male,United Kingdom
6009,Horror,14459,Storm Warning,5.5,39.0,2007,male,Australia
6010,"Drama, Crime",87925,The Last Journey,6.5,1.0,1936,male,United Kingdom
6011,"Crime, Thriller, Mystery, Horror",57749,The Clinic,5.1,42.0,2010,male,Australia
6012,"Drama, Crime, Thriller",185567,Zulu,6.7,176.0,2013,male,South Africa
6013,Drama,99785,The Conductor,4.0,3.0,2012,male,Russia
6014,"Drama, History",41545,Tsar,6.7,11.0,2009,male,Russia
6015,Drama,41842,Taxi Blues,5.0,8.0,1990,male,France
6016,Documentary,17699,Coral Reef Adventure,5.8,8.0,2003,male,Thailand
6017,Drama,109809,Crime and Punishment,7.3,3.0,2002,male,United States of America
6018,"Drama, Thriller, Horror",24091,Crush,3.3,6.0,2009,male,Australia
6019,Horror,173761,Curandero,3.9,7.0,2005,male,United States of America
6020,"Action, Drama",253899,Danger Zone,3.9,7.0,1996,male,United States of America
6021,Horror,107413,Snake Woman's Curse,7.0,1.0,1968,male,Japan
6022,"Fantasy, Horror",57875,The Snow Woman,5.8,3.0,1968,male,Japan
6023,Documentary,145762,Now!,6.3,9.0,1965,male,Cuba
6024,"Comedy, Drama, Romance",222772,Lion's Heart,6.6,18.0,2013,male,Argentina
6025,"Action, Drama, Adventure, War",25553,Dark of the Sun,6.6,13.0,1968,male,United Kingdom
6026,Drama,33570,Ice Castles,6.2,13.0,2010,male,Canada
6027,Romance,199851,Hawaii,7.4,22.0,2013,male,Argentina
6028,Comedy,180147,We Are The Nobles,6.9,86.0,2013,male,Mexico
6029,"Drama, Thriller, Horror",227094,The Returned,6.2,86.0,2013,male,Spain
6030,Comedy,258070,The Broken Jug,8.0,2.0,1937,male,Germany
6031,"Drama, Foreign",76424,Master Harold... and the Boys,5.9,4.0,2010,male,South Africa
6032,Drama,2516,Our Mother's House,5.5,10.0,1967,male,United Kingdom
6033,Comedy,87799,Circus,4.8,5.0,1936,male,Russia
6034,"Action, War",203793,Stalingrad,5.7,93.0,2013,male,Russia
6035,"Science Fiction, Horror",226948,Scarecrow,4.0,17.0,2013,male,Canada
6036,"Comedy, Action",11813,Il soldato di ventura,5.1,16.0,1976,male,Italy
6037,Horror,30855,Dr Jekyll & Sister Hyde,5.7,21.0,1971,male,United Kingdom
6038,"Comedy, Action, Drama, Crime",20053,Dead Heat,4.8,5.0,2002,male,Canada
6039,"Foreign, Horror",28768,Faceless,6.2,5.0,1987,male,Spain
6040,Action,103236,Zanjeer,6.3,8.0,1973,male,India
6041,Drama,130474,Young Cassidy,6.8,2.0,1965,male,United Kingdom
6042,Comedy,37133,Volga - Volga,6.0,4.0,1938,male,Russia
6043,"Comedy, Drama, Romance",84111,You Are the Apple of My Eye,7.3,59.0,2011,male,Taiwan
6044,"Comedy, Music",37128,Jolly Fellows,6.3,4.0,1934,male,Russia
6045,"Drama, Thriller, Fantasy, Documentary",20342,Secret,7.6,58.0,2007,male,Hong Kong
6046,Drama,202744,Deja Vu,5.0,1.0,1985,male,United Kingdom
6047,Thriller,16639,Deliver Us from Evil,6.3,17.0,2009,male,Denmark
6048,Drama,164251,Serena,5.3,299.0,2014,female,Czech Republic
6049,"Drama, Adventure, War, TV Movie",197489,The Four Feathers,5.4,4.0,1978,male,United Kingdom
6050,"Drama, Thriller, History, War",205596,The Imitation Game,8.0,5895.0,2014,male,United Kingdom
6051,"Drama, History",287495,Labyrinth of Lies,7.3,199.0,2014,male,Germany
6052,"Action, Adventure, Thriller",28778,The Devil-Ship Pirates,6.0,3.0,1964,male,United Kingdom
6053,Horror,83519,Witchcraft,6.9,7.0,1964,male,United Kingdom
6054,Comedy,48135,Jules Verne's Rocket to the Moon,6.1,8.0,1967,male,United Kingdom
6055,Drama,270403,Gett: The Trial of Viviane Amsalem,7.4,44.0,2014,female,Germany
6056,"Drama, Romance",237791,The Way He Looks,8.1,262.0,2014,male,Brazil
6057,Drama,56178,Beauty Prize,0.0,1.0,1930,male,France
6058,"Action, Drama, Adventure",147441,Exodus: Gods and Kings,5.6,1957.0,2014,male,Spain
6059,"Action, Drama, Thriller",46217,Darfur,6.1,10.0,2009,male,Canada
6060,"Action, Drama",60479,Max Schmeling,4.6,8.0,2010,male,Germany
6061,"Drama, Crime, Adventure, Thriller",206563,Trash,7.1,243.0,2014,male,Brazil
6062,Science Fiction,298077,Ambition,6.8,31.0,2014,male,Iceland
6063,Horror,55152,The Oblong Box,5.6,24.0,1969,male,United Kingdom
6064,"Drama, Foreign",57106,Freedom,5.8,9.0,2009,male,France
6065,"Comedy, Drama",165477,Whole Lotta Sole,5.8,22.0,2012,male,United Kingdom
6066,Unknown,162406,Embracing,7.0,1.0,1992,female,Japan
6067,Unknown,162437,Katatsumori,7.0,1.0,1994,female,Japan
6068,Unknown,162442,See Heaven,5.0,1.0,1995,female,Japan
6069,"Crime, Documentary",289575,Tales of the Grim Sleeper,6.9,20.0,2014,male,United Kingdom
6070,"Thriller, Mystery, Horror",79544,The Wicker Tree,4.3,18.0,2011,male,United Kingdom
6071,"Drama, Romance",256913,Quantum Love,5.7,74.0,2014,female,France
6072,"Drama, Crime",14524,Cass,6.1,19.0,2008,male,United Kingdom
6073,Drama,13617,The Man Who Loved Yngve,6.4,17.0,2008,male,Norway
6074,Drama,17893,Camino,7.4,45.0,2008,male,Spain
6075,"Comedy, Drama, Music",209361,One Chance,6.5,112.0,2013,male,United Kingdom
6076,"Comedy, Drama",157380,May in the Summer,5.8,10.0,2013,female,Qatar
6077,"Drama, Romance, Thriller",285843,October Gale,5.0,24.0,2014,female,Canada
6078,"Drama, Romance",266856,The Theory of Everything,7.8,3403.0,2014,male,United Kingdom
6079,Comedy,69060,Ahí está el detalle,7.4,9.0,1940,male,Mexico
6080,"Crime, Thriller",7267,TBS,6.9,8.0,2008,male,Belgium
6081,Thriller,201759,Miserere,6.2,20.0,2013,male,France
6082,Drama,283726,The New Girlfriend,5.9,100.0,2014,male,France
6083,"Thriller, Horror",15011,Red Mist,4.8,22.0,2008,male,United Kingdom
6084,"Comedy, Drama",13835,Real Time,7.2,7.0,2008,male,Canada
6085,"Action, Adventure",140818,Ragnarok,5.7,59.0,2013,male,Norway
6086,"Drama, Romance",45127,A Matador's Mistress,5.8,29.0,2008,male,Spain
6087,"Action, Thriller",17143,Fast Track: No Limits,5.0,12.0,2008,male,Germany
