,userId,yearsActive,IsCyberbullying
114,93150869,10,True
115,91635317,10,False
116,64215971,10,False
117,97779384,10,False
118,97779384,10,False
119,55537787,10,True
120,93148535,10,False
121,42439482,10,False
122,49381990,10,False
123,91879915,10,True
124,78254937,10,False
125,78254937,10,False
126,66968296,10,False
127,88925756,10,False
128,21418513,10,False
129,69827426,10,False
130,76882928,10,False
131,95170409,10,False
132,94040044,10,False
133,20672583,10,True
134,96407750,10,True
135,94607195,10,False
136,70888150,10,False
137,97109536,10,True
138,83790860,10,True
139,93291907,10,False
140,75350817,10,False
141,41096155,10,True
142,91656276,10,True
143,96082963,10,False
144,93479134,10,True
145,48684646,10,True
146,74730822,10,False
147,26574355,10,True
148,26763070,10,False
149,97937876,10,True
150,22626881,10,False
151,62247423,10,True
152,34885996,10,True
153,65669801,10,False
154,91779973,10,True
155,37898549,10,True
156,61425604,10,True
157,94428018,10,True
158,19149088,10,True
159,58467170,10,True
160,33880747,10,True
161,94311180,10,True
162,62655602,10,True
163,56665222,10,True
164,85664182,10,True
165,92243807,10,True
166,79134011,10,True
167,33506068,10,True
168,95494692,10,False
169,97316295,10,False
170,92080832,10,True
171,83736699,10,True
172,40523038,10,False
173,76324893,10,True
174,50015583,10,False
175,72528842,10,False
176,93591316,10,True
177,76684200,10,True
178,96954618,10,True
179,40214064,10,True
180,94573877,10,True
181,73673589,10,False
182,35830834,10,True
183,61168062,10,False
184,87805997,10,True
185,65934938,10,False
186,91804380,10,True
187,95173061,10,True
188,18871213,10,True
189,70692920,10,True
190,58465695,10,True
191,82694145,10,True
192,87412370,10,False
193,77431747,10,False
194,91548144,10,True
195,95435139,10,True
196,214930248,9,False
197,214930248,9,False
198,99174814,9,False
199,165594822,9,False
200,165594822,9,False
201,165594822,9,False
202,117730774,9,False
203,168646867,9,False
204,128489696,9,False
205,215895987,9,False
206,111561347,9,False
207,148735179,9,False
208,158403137,9,False
209,158403137,9,False
210,158403137,9,False
211,109094047,9,False
212,168822436,9,True
213,106791383,9,True
214,106791383,9,True
215,108278047,9,False
216,180291002,9,False
217,180291002,9,False
218,209685034,9,False
219,125133622,9,False
220,153934325,9,False
221,137630414,9,False
222,161260091,9,False
223,150566311,9,False
224,163848722,9,False
225,163848722,9,False
226,177884455,9,False
227,177884455,9,False
228,177884455,9,False
229,214017108,9,False
230,214017108,9,False
231,214017108,9,False
232,187486480,9,False
233,167835569,9,False
234,124496782,9,False
235,157948384,9,False
236,157948384,9,False
237,175868806,9,False
238,124726283,9,False
239,124726283,9,False
240,215358937,9,False
241,127202275,9,False
242,127202275,9,False
243,127202275,9,True
244,176064753,9,False
245,221378591,9,False
246,146189635,9,False
247,120450575,9,True
248,120450575,9,False
249,182365162,9,False
250,219459066,9,False
251,219459066,9,False
252,219459066,9,False
253,170428440,9,False
254,157813728,9,False
255,173315794,9,False
256,173315794,9,False
257,106093163,9,False
258,106093163,9,False
259,184006040,9,False
260,125332490,9,False
261,98634644,9,False
262,98634644,9,False
263,213667695,9,False
264,178514496,9,False
265,128205136,9,False
266,138892081,9,False
267,162348219,9,False
268,193735382,9,False
269,103610520,9,False
270,113610282,9,False
271,113610282,9,False
272,105589340,9,False
273,194697745,9,False
274,121096624,9,False
275,109217956,9,False
276,166092949,9,False
277,150128811,9,False
278,219248343,9,False
279,219248343,9,False
280,114784239,9,False
281,101454251,9,False
282,212292237,9,False
283,212292237,9,False
284,110846621,9,False
285,185769572,9,False
286,164270848,9,False
287,183152161,9,False
288,139436281,9,False
289,167568323,9,False
290,168834213,9,True
291,228361479,9,False
292,166304945,9,False
293,189851121,9,False
294,178048778,9,False
295,138370332,9,False
296,153042209,9,False
297,172261312,9,False
298,131967319,9,False
299,99728911,9,False
300,148960365,9,False
301,168832037,9,False
302,123619640,9,False
303,210229845,9,False
304,102063687,9,False
305,179478622,9,False
306,112599358,9,False
307,129260915,9,False
308,172266950,9,False
309,99159617,9,False
310,147598265,9,True
311,113884441,9,True
312,154280892,9,True
313,220756011,9,False
314,185538960,9,True
315,103219342,9,True
316,188155444,9,False
317,184388793,9,True
318,181972946,9,True
319,112134459,9,True
320,145969848,9,False
321,217277565,9,True
322,176336946,9,True
323,194600450,9,True
324,117436608,9,True
325,179484617,9,True
326,98948443,9,False
327,106583882,9,True
328,159965265,9,False
329,151223599,9,True
330,147304732,9,False
331,169984847,9,True
332,211277854,9,True
333,174698344,9,True
334,214417698,9,True
335,219239665,9,False
336,201061892,9,True
337,109791258,9,True
338,160454211,9,False
339,185169918,9,False
340,216743295,9,False
341,157326391,9,True
342,221100136,9,False
343,110806309,9,True
344,153229069,9,True
345,129744757,9,True
346,176199055,9,False
347,184838152,9,True
348,187798017,9,True
349,142210840,9,False
350,122196260,9,False
351,136894680,9,True
352,180014062,9,False
353,205614850,9,False
354,205614850,9,False
355,205614850,9,False
356,134542614,9,True
357,148266617,9,False
358,182858718,9,True
359,183979676,9,False
360,122224117,9,True
361,114429601,9,True
362,128955137,9,False
363,145250275,9,False
364,222046925,9,True
365,149285680,9,True
366,203285701,9,False
367,210173829,9,False
368,161205514,9,True
369,168670285,9,True
370,148093854,9,True
371,132653163,9,True
372,146765315,9,False
373,127609507,9,True
374,188878965,9,False
375,190276482,9,True
376,197738500,9,True
377,168073950,9,True
378,104384720,9,True
379,119170221,9,True
380,180281614,9,False
381,119502163,9,False
382,178000117,9,True
383,178000117,9,True
384,131596792,9,False
385,224332516,9,True
386,124526032,9,True
387,101055715,9,True
388,211289582,9,True
389,211289582,9,False
390,117826718,9,True
391,100967903,9,True
392,160248068,9,True
393,191167408,9,False
394,109344086,9,True
395,166100038,9,False
396,175137286,9,True
397,106049611,9,True
398,127963928,9,True
399,136639064,9,True
400,105111131,9,True
401,180366413,9,True
402,136769999,9,True
403,228277047,9,True
404,223199669,9,True
405,190015637,9,False
406,129444966,9,True
407,175340160,9,True
408,215368340,9,True
409,112563230,9,True
410,175459213,9,False
411,186780379,9,True
412,160663454,9,False
413,201815756,9,False
414,211275040,9,True
415,154179927,9,False
416,124471551,9,True
417,186034779,9,True
418,162769970,9,True
419,106174898,9,True
420,116874978,9,True
421,225015031,9,True
422,144235766,9,True
423,212265020,9,True
424,114236672,9,True
425,150316336,9,True
426,172233198,9,True
427,99182718,9,True
428,189395249,9,True
429,116147009,9,True
430,106442579,9,True
431,219924040,9,True
432,172353764,9,True
433,211987237,9,True
434,190710828,9,True
435,223991063,9,True
436,183571002,9,True
437,125414415,9,True
438,167501060,9,True
439,206733618,9,True
440,184159779,9,True
441,147182843,9,False
442,163217623,9,True
443,200305181,9,True
444,163451589,9,True
445,223089078,9,True
446,278482682,8,False
447,314863372,8,False
448,385516556,8,False
449,272935234,8,False
450,272935234,8,False
451,272935234,8,True
452,272935234,8,True
453,229205329,8,False
454,233468158,8,False
455,233468158,8,False
456,354274463,8,False
457,367378757,8,False
458,333250184,8,False
459,302254341,8,False
460,246316102,8,False
461,394776381,8,False
462,404819932,8,False
463,404819932,8,False
464,404819932,8,False
465,280736094,8,False
466,280736094,8,False
467,298086168,8,True
468,339159350,8,False
469,384786997,8,True
470,300128698,8,False
471,412226476,8,False
472,387237461,8,False
473,264535355,8,False
474,288714694,8,False
475,288714694,8,False
476,288714694,8,True
477,326030438,8,False
478,311430278,8,True
479,271604772,8,False
480,415640429,8,False
481,415640429,8,False
482,415640429,8,False
483,415640429,8,False
484,358456577,8,False
485,365172101,8,False
486,365172101,8,False
487,365172101,8,False
488,365172101,8,False
489,285685164,8,False
490,342253661,8,False
491,331809358,8,False
492,294282936,8,False
493,294282936,8,False
494,317885577,8,False
495,317885577,8,False
496,423805915,8,False
497,423805915,8,False
498,423805915,8,False
499,423805915,8,False
500,423805915,8,False
501,423805915,8,False
502,423805915,8,False
503,423805915,8,False
504,423805915,8,False
505,423805915,8,False
506,283925860,8,False
507,232198426,8,False
508,272613386,8,False
509,272613386,8,False
510,272613386,8,False
511,272613386,8,False
512,272613386,8,False
513,272613386,8,False
514,414672171,8,False
515,259902862,8,False
516,331758384,8,False
517,435735676,8,False
518,338236352,8,False
519,316001489,8,False
520,368138398,8,False
521,439036303,8,False
522,265967403,8,False
523,331072050,8,False
524,229006061,8,False
525,229006061,8,False
526,230478495,8,False
527,425725805,8,False
528,355238635,8,False
529,355357543,8,False
530,355357543,8,False
531,305663267,8,False
532,233126605,8,False
533,284694804,8,False
534,284694804,8,False
535,261702971,8,False
536,391978038,8,False
537,302688107,8,False
538,405649608,8,False
539,234579442,8,False
540,246181702,8,False
541,246181702,8,False
542,246181702,8,False
543,321590215,8,False
544,321590215,8,False
545,262348793,8,False
546,262348793,8,False
547,376776346,8,False
548,384283484,8,False
549,364811638,8,False
550,417045777,8,False
551,417045777,8,False
552,434788572,8,False
553,232342448,8,False
554,436555067,8,False
555,336020995,8,False
556,313167240,8,False
557,288454336,8,False
558,288454336,8,False
559,272437579,8,False
560,272437579,8,False
561,272437579,8,False
562,274436473,8,False
563,293421226,8,False
564,246291639,8,False
565,361817152,8,False
566,289986591,8,False
567,330460928,8,False
568,244134012,8,False
569,346798341,8,False
570,256665334,8,False
571,256665334,8,False
572,270588436,8,False
573,267241838,8,False
574,267241838,8,False
575,267241838,8,False
576,355437660,8,False
577,257146833,8,False
578,252990071,8,False
579,246280171,8,False
580,289903090,8,False
581,284178993,8,False
582,304908916,8,False
583,290087225,8,False
584,316059222,8,False
585,376724421,8,False
586,295816306,8,False
587,296210843,8,False
588,337361581,8,False
589,385629926,8,False
590,376425376,8,False
591,302614596,8,False
592,359275504,8,False
593,339232567,8,False
594,339232567,8,True
595,433678954,8,False
596,313893730,8,False
597,379248349,8,False
598,356265563,8,False
599,238122440,8,False
600,390678717,8,False
601,340332898,8,False
602,429951956,8,False
603,296277295,8,False
604,416277987,8,False
605,283709733,8,False
606,283709733,8,False
607,350791614,8,False
608,285615492,8,False
609,245615364,8,False
610,255745227,8,False
611,326682791,8,False
612,368524561,8,False
613,341399240,8,False
614,359331216,8,False
615,284506916,8,False
616,317905351,8,False
617,266623431,8,False
618,266623431,8,True
619,387657812,8,False
620,331897020,8,False
621,263303952,8,False
622,390270261,8,False
623,325113418,8,False
624,285647449,8,False
625,239430820,8,False
626,247086816,8,True
627,375133863,8,True
628,375849874,8,True
629,242496940,8,True
630,340212721,8,False
631,341124249,8,True
632,313885434,8,True
633,288799443,8,True
634,302631744,8,True
635,247182863,8,False
636,317277557,8,True
637,400298521,8,True
638,335203534,8,True
639,354258699,8,False
640,324896064,8,True
641,429258217,8,True
642,382391203,8,True
643,251323178,8,False
644,433621072,8,False
645,335794695,8,True
646,367782947,8,False
647,293637940,8,False
648,404389747,8,True
649,293997587,8,True
650,233668695,8,False
651,233668695,8,False
652,363496523,8,False
653,297297225,8,True
654,341651739,8,False
655,378542950,8,True
656,378542950,8,True
657,378542950,8,True
658,293213544,8,True
659,342793244,8,True
660,385620531,8,True
661,409490473,8,True
662,409490473,8,False
663,277441799,8,False
664,325283735,8,True
665,369104698,8,True
666,288722130,8,True
667,312565007,8,True
668,436186479,8,False
669,348559329,8,False
670,393408454,8,True
671,334869587,8,True
672,246368252,8,True
673,395405975,8,False
674,309236067,8,True
675,292780473,8,False
676,439053658,8,False
677,238524133,8,False
678,356347195,8,False
679,347173802,8,True
680,375045465,8,True
681,377278671,8,True
682,354831566,8,True
683,433646372,8,True
684,382051426,8,False
685,303423702,8,True
686,307534451,8,False
687,231554857,8,False
688,315027487,8,False
689,248298681,8,False
690,310767323,8,True
691,326051515,8,False
692,387349721,8,True
693,321995655,8,False
694,387671865,8,True
695,354209951,8,True
696,291566488,8,True
697,255184864,8,True
698,439083775,8,True
699,338039947,8,False
700,332980839,8,False
701,364386269,8,False
702,364386269,8,False
703,384856789,8,False
704,234331896,8,True
705,290157011,8,True
706,267341824,8,True
707,334259734,8,False
708,380401397,8,True
709,350195422,8,True
710,375822671,8,True
711,368547245,8,True
712,366130924,8,True
713,269329659,8,True
714,248210333,8,True
715,358655132,8,True
716,303911230,8,True
717,432572850,8,False
718,347947695,8,True
719,291303482,8,False
720,291303482,8,True
721,243195728,8,True
722,280104306,8,True
723,281112592,8,True
724,398203190,8,True
725,329287878,8,True
726,278732474,8,True
727,267283364,8,True
728,333335554,8,True
729,425241599,8,True
730,293048220,8,True
731,361603312,8,True
732,312940849,8,True
733,361217818,8,True
734,288803214,8,True
735,423694327,8,True
736,335968226,8,True
737,409801440,8,True
738,303752717,8,False
739,245085624,8,True
740,334077660,8,True
741,386611151,8,False
742,238658160,8,False
743,322067673,8,False
744,356511292,8,True
745,274178003,8,True
746,409122446,8,True
747,251761723,8,True
748,375186723,8,False
749,335379885,8,True
750,310777698,8,True
751,353622838,8,True
752,325104705,8,True
753,406898974,8,True
754,299277384,8,True
755,330489115,8,True
756,395997441,8,True
757,311972530,8,True
758,270636441,8,True
759,376823890,8,True
760,438665946,8,True
761,289145180,8,True
762,340928020,8,True
763,348840899,8,True
764,420147373,8,True
765,273597636,8,True
766,240471808,8,True
767,302634201,8,True
768,399574114,8,True
769,264951851,8,True
770,360645629,8,True
771,313229965,8,True
772,368948189,8,False
773,325767871,8,False
774,434130930,8,True
775,350931035,8,True
776,427219908,8,True
777,390902092,8,True
778,275494188,8,False
779,335206744,8,True
780,302718579,8,False
781,327378138,8,True
782,249553482,8,True
783,438738884,8,True
784,326115344,8,True
785,386801362,8,True
786,279713788,8,True
787,291902145,8,True
788,350250551,8,True
789,420645962,8,True
790,430140668,8,True
791,420677390,8,True
792,242334981,8,True
793,425005311,8,True
794,251764729,8,True
795,355314452,8,True
796,366528654,8,True
797,442037189,8,True
798,345936312,8,True
799,432011044,8,True
800,310540950,8,True
801,334060646,8,True
802,315696343,8,True
803,294701183,8,True
804,344760460,8,True
805,251100737,8,True
806,290088361,8,True
807,290088361,8,True
808,290088361,8,True
809,397835224,8,True
810,329924404,8,True
811,298999814,8,True
812,336792690,8,True
813,299009042,8,True
814,399038573,8,True
815,345908609,8,True
816,318942152,8,True
817,362127753,8,True
818,269264996,8,True
819,400334294,8,True
820,972675602,7,False
821,604350459,7,False
822,1013737808,7,True
823,478100986,7,False
824,478100986,7,False
825,463222349,7,False
826,589655599,7,False
827,541047171,7,False
828,489769685,7,False
829,446074213,7,False
830,565692415,7,False
831,614187480,7,False
832,827657976,7,False
833,827657976,7,False
834,827657976,7,False
835,827657976,7,False
836,591346479,7,False
837,584057005,7,False
838,604545117,7,False
839,604545117,7,False
840,604545117,7,False
841,604545117,7,False
842,1012086841,7,False
843,543276524,7,False
844,631342449,7,False
845,631342449,7,False
846,631342449,7,False
847,631342449,7,False
848,457406134,7,False
849,873907063,7,False
850,786826118,7,False
851,989009730,7,False
852,989009730,7,False
853,770435095,7,False
854,976721108,7,False
855,458393711,7,True
856,878455824,7,False
857,773846120,7,False
858,784303129,7,False
859,854815742,7,False
860,854815742,7,False
861,819757988,7,False
862,791882910,7,False
863,983098082,7,False
864,444549753,7,False
865,619839418,7,False
866,466800146,7,False
867,466800146,7,False
868,615651039,7,False
869,471351006,7,False
870,971578256,7,False
871,538918429,7,False
872,466543149,7,False
873,466543149,7,False
874,466543149,7,False
875,466543149,7,False
876,466543149,7,True
877,466543149,7,True
878,846181063,7,False
879,846181063,7,False
880,509916548,7,False
881,581206940,7,False
882,484592086,7,False
883,570982849,7,False
884,570982849,7,False
885,442888111,7,False
886,511866361,7,False
887,511866361,7,False
888,511866361,7,False
889,582787399,7,False
890,561233755,7,False
891,561233755,7,False
892,561233755,7,False
893,561233755,7,False
894,841375664,7,False
895,956450804,7,False
896,901882794,7,False
897,620275915,7,False
898,1013652156,7,False
899,1013652156,7,False
900,1013652156,7,False
901,1013652156,7,False
902,459124953,7,False
903,608461186,7,False
904,904305008,7,False
905,915105199,7,False
906,449666727,7,False
907,449666727,7,False
908,449666727,7,False
909,500008448,7,False
910,500008448,7,False
911,461858710,7,False
912,461858710,7,False
913,625835329,7,True
914,625835329,7,False
915,539006164,7,False
916,457763872,7,False
917,909983444,7,False
918,520490529,7,False
919,480425601,7,False
920,491140917,7,False
921,524688228,7,False
922,487061242,7,False
923,885381818,7,False
924,444618304,7,False
925,479826434,7,False
926,800455687,7,True
927,560189139,7,False
928,612546396,7,False
929,629250108,7,False
930,793787216,7,False
931,958515535,7,False
932,958515535,7,False
933,565626169,7,False
934,725092159,7,True
935,536511392,7,False
936,811761488,7,False
937,462921513,7,False
938,893714508,7,False
939,594887079,7,True
940,594887079,7,True
941,594887079,7,True
942,817762806,7,False
943,778528332,7,False
944,755248776,7,False
945,517814497,7,False
946,544324248,7,False
947,454995512,7,False
948,724447362,7,False
949,452159513,7,False
950,494393997,7,True
951,774314340,7,False
952,578739442,7,False
953,947348684,7,False
954,575733217,7,False
955,823606898,7,False
956,765596522,7,False
957,459297855,7,True
958,592130533,7,False
959,592130533,7,False
960,835992025,7,True
961,575716530,7,False
962,982593980,7,False
963,955704571,7,False
964,455958308,7,False
965,447499281,7,False
966,467728875,7,False
967,515600063,7,True
968,602865966,7,False
969,557798668,7,True
970,958022190,7,False
971,716756136,7,False
972,716756136,7,False
973,594516742,7,False
974,921933444,7,False
975,595568739,7,False
976,490970101,7,True
977,587640976,7,True
978,531528917,7,False
979,995316942,7,False
980,556348834,7,True
981,477810576,7,True
982,745114532,7,True
983,894128443,7,True
984,578126911,7,True
985,818217043,7,False
986,864992490,7,False
987,464691471,7,False
988,813680412,7,True
989,527399201,7,True
990,951495019,7,True
991,544223101,7,False
992,606398243,7,True
993,549125132,7,True
994,477777306,7,False
995,939082843,7,True
996,494194071,7,True
997,757231200,7,True
998,954374323,7,True
999,803067367,7,True
1000,508659970,7,False
1001,514696582,7,True
1002,540222106,7,True
1003,856430978,7,True
1004,547335497,7,False
1005,592694374,7,True
1006,592694374,7,True
1007,469264119,7,True
1008,919859941,7,True
1009,496006071,7,True
1010,707798485,7,False
1011,513153173,7,True
1012,939471792,7,False
1013,961048550,7,True
1014,583863506,7,False
1015,481127480,7,True
1016,620953829,7,False
1017,557155346,7,True
1018,519849643,7,False
1019,519849643,7,True
1020,471180154,7,False
1021,446568085,7,True
1022,954177116,7,False
1023,591813299,7,False
1024,793438050,7,True
1025,712403281,7,True
1026,960680874,7,True
1027,613420334,7,True
1028,563463673,7,True
1029,862782938,7,True
1030,985069770,7,True
1031,588345029,7,True
1032,567221243,7,True
1033,609308891,7,False
1034,493491887,7,False
1035,590887701,7,True
1036,494785897,7,True
1037,952385100,7,False
1038,514433074,7,False
1039,611195052,7,True
1040,819533880,7,False
1041,705262202,7,False
1042,475438848,7,True
1043,946494014,7,False
1044,479526028,7,False
1045,561076430,7,True
1046,968841080,7,True
1047,537325219,7,True
1048,548449296,7,True
1049,924108206,7,True
1050,975683203,7,False
1051,824037763,7,False
1052,443141441,7,True
1053,626930610,7,True
1054,727172144,7,True
1055,752046757,7,False
1056,507923069,7,False
1057,796153314,7,False
1058,703922366,7,True
1059,520790576,7,False
1060,781945862,7,True
1061,623808235,7,False
1062,910737523,7,True
1063,978357672,7,True
1064,616068500,7,True
1065,925494992,7,True
1066,925494992,7,True
1067,609873799,7,False
1068,561372012,7,True
1069,569999474,7,True
1070,567589287,7,True
1071,802704727,7,True
1072,908108167,7,False
1073,453332118,7,True
1074,873146378,7,False
1075,458344481,7,False
1076,778478257,7,False
1077,555837775,7,True
1078,600994764,7,False
1079,515363795,7,True
1080,483135638,7,False
1081,585631804,7,False
1082,840411150,7,True
1083,840411150,7,True
1084,512507709,7,True
1085,484176120,7,True
1086,767475738,7,False
1087,933128076,7,True
1088,497938026,7,True
1089,971927090,7,True
1090,619328517,7,True
1091,759608274,7,True
1092,478552988,7,True
1093,454007603,7,True
1094,886793209,7,True
1095,914814138,7,True
1096,762207480,7,True
1097,591185799,7,True
1098,455564500,7,True
1099,718194666,7,True
1100,552462069,7,True
1101,720480164,7,True
1102,723875959,7,False
1103,740017681,7,True
1104,978535746,7,True
1105,488505131,7,True
1106,805098228,7,True
1107,629332002,7,True
1108,704818081,7,True
1109,557672854,7,False
1110,550028604,7,True
1111,629288541,7,True
1112,820165820,7,False
1113,455033213,7,True
1114,993671666,7,True
1115,716302994,7,True
1116,584146580,7,True
1117,720662203,7,False
1118,880340076,7,False
1119,921558254,7,True
1120,636460399,7,False
1121,623743465,7,True
1122,903197072,7,True
1123,623589575,7,True
1124,825848534,7,False
1125,529464675,7,True
1126,560210944,7,True
1127,498967512,7,True
1128,488609712,7,True
1129,557093567,7,True
1130,707951245,7,True
1131,815256984,7,True
1132,547017185,7,True
1133,943758007,7,True
1134,974046632,7,True
1135,492152970,7,False
1136,707631709,7,False
1137,747299982,7,False
1138,456452346,7,True
1139,451343108,7,False
1140,485620243,7,True
1141,485620243,7,True
1142,569954872,7,True
1143,475910235,7,False
1144,493851010,7,True
1145,614561470,7,True
1146,614703911,7,True
1147,1015698108,7,True
1148,722871060,7,True
1149,554985064,7,True
1150,633208376,7,True
1151,1019805697,7,True
1152,516017464,7,True
1153,709258159,7,True
1154,712685239,7,True
1155,932927378,7,True
1156,476123874,7,True
1157,544586844,7,True
1158,870548617,7,True
1159,540191866,7,True
1160,549158175,7,True
1161,620229059,7,True
1162,533773215,7,True
1163,858468493,7,True
1164,472368189,7,True
1165,936797966,7,True
1166,461097886,7,True
1167,704737668,7,True
1168,931485456,7,True
1169,981058057,7,True
1170,461336663,7,True
1171,480563496,7,True
1172,480563496,7,True
1173,930787147,7,True
1174,469515748,7,True
1175,807480386,7,True
1176,516308862,7,True
1177,1477866582,6,False
1178,1492916664,6,False
1179,1137658464,6,False
1180,1137658464,6,False
1181,1137658464,6,False
1182,1671328860,6,False
1183,1671328860,6,False
1184,1103612496,6,True
1185,1103612496,6,False
1186,1103612496,6,False
1187,1103612496,6,False
1188,1103612496,6,False
1189,1461284642,6,False
1190,1571865672,6,False
1191,1571865672,6,False
1192,1571865672,6,False
1193,1571865672,6,False
1194,1571865672,6,False
1195,2173587030,6,False
1196,1345726230,6,False
1197,1722180530,6,False
1198,1102199180,6,False
1199,2198302706,6,False
1200,1165596846,6,False
1201,1576617078,6,False
1202,1576617078,6,False
1203,1616088480,6,False
1204,2230789750,6,False
1205,1626282626,6,False
1206,1626282626,6,False
1207,1626282626,6,False
1208,1875083582,6,False
1209,1285980817,6,False
1210,1285980817,6,False
1211,1285980817,6,False
1212,1332307933,6,False
1213,1244384275,6,False
1214,2181305466,6,False
1215,1031516875,6,False
1216,1686086629,6,False
1217,1686086629,6,False
1218,1723976215,6,False
1219,1142443932,6,False
1220,1148197230,6,False
1221,1148197230,6,False
1222,1114214508,6,True
1223,1579923266,6,False
1224,1728618788,6,False
1225,1577698915,6,False
1226,1672929152,6,False
1227,1672929152,6,False
1228,1629921565,6,False
1229,1629921565,6,False
1230,1603641462,6,False
1231,1264137066,6,False
1232,2159022312,6,False
1233,1080466543,6,False
1234,1626429126,6,False
1235,1273279724,6,False
1236,1658601415,6,False
1237,1658601415,6,False
1238,1658601415,6,False
1239,1658601415,6,False
1240,1405489315,6,False
1241,1576597310,6,False
1242,1576597310,6,False
1243,1113864241,6,False
1244,1640879869,6,False
1245,1640879869,6,False
1246,1030189430,6,False
1247,1576652617,6,False
1248,1576652617,6,False
1249,1576652617,6,True
1250,1612211425,6,False
1251,1726723814,6,False
1252,1140511015,6,False
1253,1140511015,6,False
1254,1140511015,6,False
1255,1904206022,6,False
1256,1904206022,6,False
1257,1904206022,6,False
1258,1904206022,6,False
1259,1830268316,6,False
1260,1383132374,6,False
1261,1383132374,6,False
1262,1383132374,6,False
1263,1383132374,6,False
1264,1383132374,6,False
1265,1383132374,6,False
1266,1383132374,6,False
1267,1966918896,6,False
1268,1187666311,6,False
1269,1187666311,6,True
1270,1536074683,6,False
1271,1632708066,6,True
1272,1100844744,6,False
1273,1967759113,6,False
1274,1967759113,6,False
1275,1628824092,6,False
1276,1628824092,6,False
1277,1628824092,6,False
1278,1628824092,6,False
1279,1645668205,6,False
1280,1634529625,6,False
1281,1373932604,6,False
1282,1373932604,6,False
1283,2186638945,6,False
1284,1277145822,6,False
1285,1949400404,6,False
1286,1258329949,6,False
1287,2201648228,6,False
1288,1260104658,6,False
1289,1260104658,6,False
1290,1260104658,6,False
1291,1653429380,6,False
1292,1485848365,6,False
1293,1485848365,6,False
1294,1485848365,6,False
1295,1387744346,6,False
1296,1344119508,6,False
1297,1415908518,6,True
1298,1938550824,6,False
1299,1372166364,6,False
1300,1372166364,6,False
1301,1868809386,6,False
1302,1928021798,6,False
1303,1552602792,6,False
1304,1552602792,6,False
1305,1547571078,6,False
1306,1341279704,6,False
1307,1341279704,6,False
1308,1250032842,6,False
1309,1516278176,6,False
1310,2174269398,6,False
1311,1045628150,6,False
1312,1404933954,6,False
1313,2155347530,6,False
1314,1460461549,6,False
1315,1145872632,6,False
1316,1042960212,6,False
1317,1291885970,6,False
1318,1024093536,6,False
1319,1024093536,6,False
1320,1028062680,6,False
1321,2210356633,6,False
1322,2187261121,6,False
1323,1128760441,6,False
1324,1209362846,6,False
1325,1728708018,6,False
1326,1718451312,6,False
1327,1670259642,6,False
1328,1372475863,6,False
1329,1917601092,6,False
1330,2188780619,6,False
1331,2188780619,6,False
1332,1037480820,6,False
1333,1416636571,6,False
1334,1416636571,6,False
1335,1522170614,6,False
1336,1157964014,6,False
1337,1024372166,6,False
1338,2192986316,6,False
1339,1640257364,6,False
1340,1640257364,6,False
1341,1670916595,6,False
1342,1050740658,6,False
