,userId,nbFollowers,nbFollowings,nbFavorites,nbSocialMediaAcc
810,329924404,233.0,653,0,0
811,298999814,27.0,366,0,0
812,336792690,110.0,209,1,0
813,299009042,247.0,255,0,0
814,399038573,81.0,708,0,0
815,345908609,1873.0,67,1,1
816,318942152,169.0,288,0,0
817,362127753,122.0,680,0,0
818,269264996,141.0,388,0,0
819,400334294,156.0,151,0,0
820,972675602,143306.0,69,23520,0
821,604350459,178.0,150,0,0
822,1013737808,1985.0,125,1,0
823,478100986,237107.0,752,1068,0
824,478100986,237107.0,752,819,0
825,463222349,20801.0,1664,281,0
826,589655599,7859.0,2378,557,1
827,541047171,12504.0,329,1725,0
828,489769685,39228.0,15316,16,0
829,446074213,227.0,54,115,0
830,565692415,514494.0,14,4551,0
831,614187480,178377.0,17586,4071,1
832,827657976,2139375.0,1163262,1795,1
833,827657976,2139375.0,1163262,8330,0
834,827657976,2139375.0,1163262,11299,0
835,827657976,2139375.0,1163262,1672,1
836,591346479,1253.0,64,4,1
837,584057005,424.0,413,125,0
838,604545117,4403.0,4517,9,1
839,604545117,4403.0,4517,9,0
840,604545117,4403.0,4517,21,0
841,604545117,4403.0,4517,22,0
842,1012086841,345.0,211,50,0
843,543276524,20451.0,12707,314,0
844,631342449,196263.0,1,3010,1
845,631342449,196263.0,1,2130,1
846,631342449,196263.0,1,3535,1
847,631342449,196263.0,1,773,1
848,457406134,724.0,679,19,1
849,873907063,14183.0,13379,10122,0
850,786826118,11585.0,220,2571,1
851,989009730,3845.0,23,112,2
852,989009730,3845.0,23,81,1
853,770435095,1960.0,1121,3,3
854,976721108,19117.0,10768,24379,1
855,458393711,3309.0,2470,29,4
856,878455824,98701.0,78,253,1
857,773846120,385.0,356,7,0
858,784303129,8309.0,251,1819,1
859,854815742,70335.0,191,23838,0
860,854815742,70335.0,191,16159,0
861,819757988,230.0,132,6,0
862,791882910,122035.0,36,1319,0
863,983098082,10073.0,4957,66,0
864,444549753,495.0,241,6,0
865,619839418,1913.0,42,41,0
866,466800146,112589.0,569,1293,0
867,466800146,112589.0,569,94,0
868,615651039,43020.0,595,7780,0
869,471351006,5760.0,196,73,4
870,971578256,14372.0,171,25,1
871,538918429,39.0,314,0,1
872,466543149,1359.0,1138,7,0
873,466543149,1359.0,1138,7,0
874,466543149,1359.0,1138,6,0
875,466543149,1359.0,1138,4,0
876,466543149,1359.0,1138,4,0
877,466543149,1359.0,1138,1,0
878,846181063,19742.0,17350,136,0
879,846181063,19742.0,17350,55,0
880,509916548,21060.0,69,179,0
881,581206940,4059.0,26,50,2
882,484592086,89350.0,72370,86375,1
883,570982849,223.0,439,10,0
884,570982849,223.0,439,9,0
885,442888111,4847.0,4767,450,0
886,511866361,223151.0,103,2036,0
887,511866361,223151.0,103,2266,0
888,511866361,223151.0,103,1449,0
889,582787399,2803.0,201,5,1
890,561233755,14316.0,10077,1868,0
891,561233755,14316.0,10077,256,0
892,561233755,14316.0,10077,3483,0
893,561233755,14316.0,10077,269,0
894,841375664,1942.0,290,36,1
895,956450804,3961.0,1399,22,1
896,901882794,6.0,162,94,0
897,620275915,4594.0,865,5024,1
898,1013652156,12028.0,139,95,0
899,1013652156,12028.0,139,153,1
900,1013652156,12028.0,139,72,0
901,1013652156,12028.0,139,66,1
902,459124953,121889.0,551,1270,1
903,608461186,7440.0,2142,7,0
904,904305008,4208.0,32,7,1
905,915105199,4664.0,1478,83,1
906,449666727,38283.0,50,32688,1
907,449666727,38283.0,50,3444,1
908,449666727,38283.0,50,1,0
909,500008448,49871.0,2,39,1
910,500008448,49871.0,2,18,1
911,461858710,2198436.0,27,382,1
912,461858710,2198436.0,27,270,1
913,625835329,126757.0,1044,741,0
914,625835329,126757.0,1044,841,0
915,539006164,92434.0,73,583,1
916,457763872,43514.0,47163,41,1
