,userId,nbLetter,nbWords,nbEmojis,nbSlangWords,nbStatus,nbMentions,IsSelfTagged,nbHashtags,nbRetweets
3080,992334034335387648,147,22,0.0,0,169,1,0.0,1,7.0
3081,1030824388185214976,35,6,0.0,0,1157,0,0.0,0,7.0
3082,944908483434024960,21,4,1.0,0,6371,0,0.0,0,49.0
3083,944908483434024960,60,8,0.0,0,6371,0,0.0,0,29.0
3084,1016374934086569984,78,14,0.0,0,296,0,0.0,0,457.0
3085,1034872347633823744,62,9,0.0,1,47,0,0.0,0,191.0
3086,1023127406608101376,23,6,0.0,0,4036,0,0.0,0,30.0
3087,1005193087268917248,63,10,0.0,0,44,0,0.0,0,1.0
3088,1038811669768663040,128,19,2.0,0,1845,0,0.0,0,2.0
3089,1063169700950089728,182,28,0.0,0,781,0,0.0,0,1872.0
3090,958247447037345792,141,20,0.0,0,246,0,0.0,0,1.0
3091,1034217111021932544,64,11,0.0,1,50,0,0.0,0,381.0
3092,1053615361386438656,59,8,0.0,0,3747,0,0.0,0,2391.0
3093,1004050620666580992,168,29,0.0,0,5069,0,0.0,0,332.0
3094,1016074967279075328,92,13,0.0,1,317,2,0.0,3,369.0
3095,960385965633228800,131,21,0.0,0,287,0,0.0,0,110.0
3096,1046497893987885056,60,10,1.0,0,352,0,0.0,0,7.0
3097,1019173268337676288,85,18,0.0,0,612,0,0.0,3,26.0
3098,953918405605842944,186,33,4.0,0,29297,3,0.0,0,32.0
3099,953918405605842944,149,27,0.0,0,29297,6,0.0,0,9.0
3100,1067086475521679360,31,6,0.0,0,2752,0,0.0,0,2.0
3101,974685750171262976,64,11,0.0,0,129,0,0.0,0,3.0
3102,1017778114599014400,46,6,0.0,0,4486,0,0.0,0,14.0
3103,1052497032282341376,225,36,0.0,0,2981,0,0.0,5,33.0
3104,1052497032282341376,187,33,3.0,0,2981,0,0.0,4,0.0
3105,1052497032282341376,232,36,2.0,1,2981,0,0.0,2,42.0
3106,1052497032282341376,221,37,3.0,0,2981,0,0.0,2,3.0
3107,994258900160532480,78,12,0.0,0,742,0,0.0,0,1.0
3108,951141817583579136,103,17,0.0,0,5731,0,0.0,0,525.0
3109,1062302121205342208,51,12,0.0,0,389,0,0.0,0,320.0
3110,1062302121205342208,63,11,0.0,1,389,0,0.0,0,76.0
3111,1053541575492595712,44,7,1.0,0,912,0,0.0,0,2.0
3112,970400310308016128,45,7,0.0,0,9035,0,0.0,0,745.0
3113,947152403324985344,92,6,0.0,0,3957,0,0.0,0,48.0
3114,953948703970164736,178,33,0.0,0,726,0,0.0,0,46.0
3115,1040273155649167360,109,16,4.0,0,267,0,0.0,0,1984.0
3116,1063923312642990080,224,43,0.0,0,658,0,0.0,0,1.0
3117,1003332465417650176,48,6,1.0,0,242,0,0.0,3,3.0
3118,988352005189095424,12,2,0.0,0,389,0,0.0,0,37.0
3119,1020194359352930304,72,14,0.0,0,1969,0,0.0,0,19.0
3120,1002858903321956352,23,3,0.0,0,416,0,0.0,0,2.0
3121,977911627889762304,43,7,0.0,0,236,0,0.0,0,138.0
3122,977911627889762304,103,12,0.0,0,236,0,0.0,0,138.0
3123,1064761782403821568,46,7,0.0,0,5120,0,0.0,0,22.0
3124,982592432041754624,81,15,0.0,0,8679,0,0.0,0,135.0
3125,982592432041754624,38,6,0.0,1,8679,1,0.0,0,0.0
3126,1056920933070528512,75,10,0.0,0,6971,0,0.0,0,57.0
3127,1012287664429699072,45,9,0.0,0,9753,0,0.0,0,2.0
3128,1033707726541672448,83,17,0.0,0,52,1,0.0,0,6.0
3129,967128059290832896,64,10,0.0,0,163,0,0.0,0,8.0
3130,1026399040492195840,89,18,0.0,0,2128,0,0.0,0,1.0
3131,957155354923749376,93,11,1.0,0,10877,2,0.0,2,177.0
3132,1027757396779782144,70,14,0.0,1,289,0,0.0,0,3.0
3133,1007521254813945856,65,9,0.0,0,1675,0,0.0,1,1.0
3134,948680816783216640,36,6,0.0,0,1121,0,0.0,0,5.0
3135,948680816783216640,81,15,0.0,0,1121,0,0.0,0,2.0
3136,997596775325360128,40,7,0.0,0,4013,0,0.0,0,308.0
3137,1014832901916168192,27,6,0.0,0,388,0,0.0,0,1.0
3138,1031347331524952064,15,3,0.0,0,1683,0,0.0,0,38.0
3139,947067210220101632,75,11,1.0,0,44,0,0.0,0,353.0
3140,962368934509936640,118,19,0.0,0,559,0,0.0,0,37.0
3141,962368934509936640,127,25,0.0,1,559,0,0.0,0,11.0
3142,962368934509936640,120,17,0.0,1,559,0,0.0,0,15.0
3143,1062992064462442496,108,22,0.0,0,1077,0,0.0,0,907.0
3144,1015736912131305472,25,5,2.0,0,1264,0,0.0,0,8.0
3145,956307686936731648,45,6,0.0,1,2830,0,0.0,0,47.0
3146,956307686936731648,55,9,0.0,1,2830,0,0.0,0,22.0
3147,1010884717397323776,33,6,0.0,0,643,0,0.0,0,0.0
3148,1010884717397323776,84,15,0.0,0,643,0,0.0,0,0.0
3149,1064503168652980224,12,2,0.0,0,340,0,0.0,0,173.0
3150,1006090220905861120,17,3,0.0,0,20197,0,0.0,0,1.0
